,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_1,electrode_1_cnx,notes,rad_um,sweeps,z_electrode_1
0,TSeries-09112017-1017-592,['TSeries_672_3'],-3590.36669043,554,771.732380306,258,7640.36,41.7359682311,no cnx,,5.0,"[array([674, 684, 694, 704, 714, 724, 734, 744, 754, 764])]",
1,TSeries-09112017-1017-592,['TSeries_672_1'],-3652.47541099,387,740.120157266,173,7640.36,28.1112586507,tbd,,5.0,"[[672, 682, 692, 702, 712, 722, 732, 742, 752, 762]]",
2,TSeries-09112017-1017-592,['TSeries_592_5'],-3774.72930663,58,686.85725519,30,7640.36,161.458566522,no cnx,,5.0,"[array([596, 604, 612, 620, 628, 636, 644, 652, 660, 668])]",
3,TSeries-09112017-1017-592,['TSeries_592_1'],-3628.94117215,450,746.362616205,190,7640.36,5.07035277876,tbd,,5.0,"[[592, 600, 608, 616, 624, 632, 640, 648, 656, 664]]",
4,TSeries-09112017-1017-592,['TSeries_672_10'],-3655.45067904,379,800.369335294,335,7640.36,57.430975223,no cnx,,5.0,"[array([681, 691, 701, 711, 721, 731, 741, 751, 761, 771])]",
5,TSeries-09112017-1017-592,['TSeries_592_8'],-3779.56411721,45,755.288420358,214,7640.36,153.163125882,no cnx,,5.0,"[array([599, 607, 615, 623, 631, 639, 647, 655, 663, 671])]",
6,TSeries-09112017-1017-592,['TSeries_672_7'],-3579.58134374,583,885.536383247,565,7640.36,142.671987487,no cnx,,5.0,"[array([678, 688, 698, 708, 718, 728, 738, 748, 758, 768])]",
7,TSeries-09112017-1017-592,['TSeries_672_6'],-3540.90285908,688,852.808434689,477,7640.36,133.151531066,no cnx,,5.0,"[array([677, 687, 697, 707, 717, 727, 737, 747, 757, 767])]",
8,TSeries-09112017-1017-592,['TSeries_592_2'],-3633.40407422,438,809.587062284,360,7640.36,59.206459767,no cnx,,5.0,"[array([593, 601, 609, 617, 625, 633, 641, 649, 657, 665])]",
9,TSeries-09112017-1017-592,['TSeries_672_8'],-3578.83752673,585,842.394996511,449,7640.36,103.248957019,no cnx,,5.0,"[array([679, 689, 699, 709, 719, 729, 739, 749, 759, 769])]",
10,TSeries-09112017-1017-592,['TSeries_672_9'],-3640.94624729,418,898.925089475,601,7640.36,148.842621623,no cnx,,5.0,"[array([680, 690, 700, 710, 720, 730, 740, 750, 760, 770])]",
11,TSeries-09112017-1017-592,['TSeries_672_5'],-3516.35689766,754,834.213009371,427,7640.36,138.14458332,no cnx,,5.0,"[array([676, 686, 696, 706, 716, 726, 736, 746, 756, 766])]",
12,TSeries-09112017-1017-592,['TSeries_592_3'],-3679.52072901,314,804.752251701,347,7640.36,75.6755192786,no cnx,,5.0,"[array([594, 602, 610, 618, 626, 634, 642, 650, 658, 666])]",
13,TSeries-09112017-1017-592,['TSeries_672_4'],-3526.77033584,726,770.988563293,256,7640.36,101.722633212,no cnx,,5.0,"[array([675, 685, 695, 705, 715, 725, 735, 745, 755, 765])]",
14,TSeries-09112017-1017-592,['TSeries_592_7'],-3754.64624729,112,719.213295242,117,7640.36,132.01089903,no cnx,,5.0,"[array([598, 606, 614, 622, 630, 638, 646, 654, 662, 670])]",
15,TSeries-09112017-1017-592,['TSeries_592_4'],-3695.88470329,270,840.083559804,442,7640.36,113.103619014,no cnx,,5.0,"[array([595, 603, 611, 619, 627, 635, 643, 651, 659, 667])]",
16,TSeries-09112017-1017-592,['TSeries_592_6'],-3771.01022157,68,723.304288812,128,7640.36,147.132886977,no cnx,,5.0,"[array([597, 605, 613, 621, 629, 637, 645, 653, 661, 669])]",
17,TSeries-09112017-1017-592,['TSeries_672_2'],-3636.11143671,431,755.740314533,215,7640.36,10.8413335255,no cnx,,5.0,"[array([673, 683, 693, 703, 713, 723, 733, 743, 753, 763])]",
