,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,ZSeries-09252017-1545-047,-6340.489574,35,-6494.685367,136,-27.208,205.84294,no cnx,,5,"[array([126, 129, 132, 135, 138, 141, 144, 147, 150, 153, 156, 159, 162,
       165, 168, 171, 174, 177, 180, 183])]",-3.67
1,ZSeries-09252017-1545-047,-6308.439677,51,-6400.649286,390,-20.468,145.351913,no cnx,,5,"[array([189, 193, 197, 201, 205, 209, 213, 217, 221, 225, 229, 233, 237,
       241, 245, 249, 253, 257, 261, 265])]",3.07
2,ZSeries-09252017-1545-047,-6309.565128,48,-6408.484158,369,-11.488,147.733695,no cnx,,5,"[array([30, 35, 40, 45, 50, 55, 60, 65, 70, 75])]",12.05
3,ZSeries-09252017-1545-047,-6360.008212,88,-6518.417632,72,0.922,236.21335,no cnx,,5,"[array([266, 269, 272, 275, 278, 281, 284, 287, 290, 293, 296, 299, 302,
       305, 308, 311, 314, 317, 320, 323])]",24.46
4,ZSeries-09252017-1545-047,-6317.342283,27,-6427.741875,317,-11.498,158.9207797,no cnx,,5,"[array([ 76,  81,  86,  91,  96, 101, 106, 111, 116, 121])]",12.04
5,ZSeries-09252017-1545-047,-6332.97334,15,-6480.272539,175,0.922,193.728204,no cnx,,5,"[array([267, 270, 273, 276, 279, 282, 285, 288, 291, 294, 297, 300, 303,
       306, 309, 312, 315, 318, 321, 324])]",24.46
6,ZSeries-09252017-1545-047,-6293.640477,91,-6472.18276,197,-11.488,154.5776516,no cnx,,5,"[array([27, 32, 37, 42, 47, 52, 57, 62, 67, 72])]",12.05
7,ZSeries-09252017-1545-047,-6190.685759,369,-6469.960716,203,-11.488,85.69345433,no cnx,,5,"[array([29, 34, 39, 44, 49, 54, 59, 64, 69, 74])]",12.05
8,ZSeries-09252017-1545-047,-6301.773544,69,-6422.499388,331,-20.468,142.1304395,no cnx,,5,"[array([188, 192, 196, 200, 204, 208, 212, 216, 220, 224, 228, 232, 236,
       240, 244, 248, 252, 256, 260, 264])]",3.07
9,ZSeries-09252017-1545-047,-6353.82184,71,-6480.242079,175,-27.208,210.8072241,no cnx,,5,"[array([128, 131, 134, 137, 140, 143, 146, 149, 152, 155, 158, 161, 164,
       167, 170, 173, 176, 179, 182, 185])]",-3.67
10,ZSeries-09252017-1545-047,-6281.23506,124,-6433.94949,300,-27.208,125.8325917,no cnx,,5,"[array([127, 130, 133, 136, 139, 142, 145, 148, 151, 154, 157, 160, 163,
       166, 169, 172, 175, 178, 181, 184])]",-3.67
11,ZSeries-09252017-1545-047,-6189.560308,372,-6464.718229,217,-20.468,79.57657565,no cnx,,5,"[array([187, 191, 195, 199, 203, 207, 211, 215, 219, 223, 227, 231, 235,
       239, 243, 247, 251, 255, 259, 263])]",3.07
12,ZSeries-09252017-1545-047,-6305.568127,59,-6457.311415,237,0.922,159.2400593,no cnx,,5,"[array([268, 271, 274, 277, 280, 283, 286, 289, 292, 295, 298, 301, 304,
       307, 310, 313, 316, 319, 322, 325])]",24.46
13,ZSeries-09252017-1545-047,-6315.47615,32,-6423.61041,328,-20.468,155.7288044,no cnx,,5,"[array([186, 190, 194, 198, 202, 206, 210, 214, 218, 222, 226, 230, 234,
       238, 242, 246, 250, 254, 258, 262])]",3.07
14,ZSeries-09252017-1545-047,-6305.861721,58,-6430.7046,309,-11.498,148.6308175,no cnx,,5,"[array([ 78,  83,  88,  93,  98, 103, 108, 113, 118, 123])]",12.04
