,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_1,electrode_1_cnx,notes,rad_um,sweeps,z_electrode_1
0,SingleImage-09272017-0906-025,['TSeries_27_4'],-2055.52930609,115,5195.68369122,503,-94.829,215.03682386,no cnx,,5.0,"[array([30, 37, 44, 51, 58, 65, 72, 79, 86, 93])]",
1,SingleImage-09272017-0906-025,['TSeries_96_6'],-2080.88678874,184,5200.18601003,515,-94.829,238.294044825,no cnx,,5.0,"[array([101, 108, 115, 122, 129, 136, 143, 150, 157, 164])]",
2,SingleImage-09272017-0906-025,['TSeries_27_1'],-2074.01250964,165,5168.90674249,431,-94.829,216.174623524,no cnx,,5.0,"[array([27, 34, 41, 48, 55, 62, 69, 76, 83, 90])]",
3,SingleImage-09272017-0906-025,['TSeries_96_5'],-2057.90126638,122,5138.10140324,348,-94.829,188.397695615,no cnx,,5.0,"[array([100, 107, 114, 121, 128, 135, 142, 149, 156, 163])]",
4,SingleImage-09272017-0906-025,['TSeries_27_5'],-2044.86591943,87,5221.74974751,573,-94.829,223.844048558,no cnx,,5.0,"[array([31, 38, 45, 52, 59, 66, 73, 80, 87, 94])]",
5,SingleImage-09272017-0906-025,['TSeries_27_3'],-1993.91862759,50,5153.50407287,389,-94.829,140.48380909,no cnx,,5.0,"[array([29, 36, 43, 50, 57, 64, 71, 78, 85, 92])]",
6,SingleImage-09272017-0906-025,['TSeries_27_6'],-2006.71469159,15,5263.45543756,686,-94.829,232.282407239,no cnx,,5.0,"[array([32, 39, 46, 53, 60, 67, 74, 81, 88, 95])]",
7,SingleImage-09272017-0906-025,['TSeries_96_4'],-2051.02930609,103,5195.68369122,503,-94.829,211.457536526,no cnx,,5.0,"[array([ 99, 106, 113, 120, 127, 134, 141, 148, 155, 162])]",
8,SingleImage-09272017-0906-025,['TSeries_96_7'],-1930.17759058,221,5173.17209715,442,-94.829,116.423532898,no cnx,,5.0,"[array([102, 109, 116, 123, 130, 137, 144, 151, 158, 165])]",
9,SingleImage-09272017-0906-025,['TSeries_96_2'],-2025.4371781,34,5147.57996916,373,-94.829,163.349013646,no cnx,,5.0,"[array([ 97, 104, 111, 118, 125, 132, 139, 146, 153, 160])]",
10,SingleImage-09272017-0906-025,['TSeries_27_7'],-1934.67759058,209,5173.17209715,442,-94.829,118.293361753,no cnx,,5.0,"[array([33, 40, 47, 54, 61, 68, 75, 82, 89, 96])]",
11,SingleImage-09272017-0906-025,['TSeries_96_3'],-2060.27090786,128,5250.18544527,650,-94.829,254.855171137,no cnx,,5.0,"[array([ 98, 105, 112, 119, 126, 133, 140, 147, 154, 161])]",
12,SingleImage-09272017-0906-025,['TSeries_27_2'],-2014.77147262,6,5203.26654396,523,-94.829,189.498695602,no cnx,,5.0,"[array([28, 35, 42, 49, 56, 63, 70, 77, 84, 91])]",
13,SingleImage-09272017-0906-025,['TSeries_96_1'],-2069.51250964,153,5168.90674249,431,-94.829,212.222932695,no cnx,,5.0,"[array([ 96, 103, 110, 117, 124, 131, 138, 145, 152, 159])]",
