,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,ZSeries-09282017-0905-049,-6475.407003,518,-7259.359711,160,2598.562,110.3293906,no cnx,,5,"[array([347, 358, 369, 380, 391, 402, 413, 424, 435, 446])]",1.5
1,ZSeries-09282017-0905-049,-6517.229251,404,-7205.273936,306,2588.482,46.3971537,no cnx,,5,"[array([109, 114, 119, 124, 129, 134, 139, 144, 149, 154])]",-8.58
2,ZSeries-09282017-0905-049,-6512.811415,416,-7193.068723,339,2587.442,47.7930752,no cnx,,5,"[array([448, 458, 468, 478, 488, 498, 508, 518, 528, 538])]",-9.62
3,ZSeries-09282017-0905-049,-6490.194379,478,-7291.563322,73,2616.602,126.247781,no cnx,,5,"[array([277, 279, 281, 283, 285, 287, 289, 291, 293, 295])]",19.54
4,ZSeries-09282017-0905-049,-6465.751892,544,-7290.822641,75,2588.482,139.477023,no cnx,,5,"[array([107, 112, 117, 122, 127, 132, 137, 142, 147, 152])]",-8.58
5,ZSeries-09282017-0905-049,-6514.407003,412,-7210.798587,291,2597.742,50.4905202,no cnx,,5,"[array([27, 35, 43, 51, 59, 67, 75, 83, 91, 99])]",0.68
6,ZSeries-09282017-0905-049,-6407.517224,701,-7364.91983,125,2575.102,234.3450336,no cnx,,5,"[array([554, 563, 572, 581, 590, 599, 608, 617, 626, 635])]",-21.96
7,ZSeries-09282017-0905-049,-6503.923238,440,-7229.732454,240,2598.562,69.5283265,no cnx,,5,"[array([343, 354, 365, 376, 387, 398, 409, 420, 431, 442])]",1.5
8,ZSeries-09282017-0905-049,-6578.846287,238,-7255.609813,170,2597.742,70.61922184,no cnx,,5,"[array([ 30,  38,  46,  54,  62,  70,  78,  86,  94, 102])]",0.68
9,ZSeries-09282017-0905-049,-6527.598791,376,-7280.453101,103,2595.862,97.99176299,no cnx,,5,"[array([210, 217, 224, 231, 238, 245, 252, 259, 266, 273])]",-1.2
10,ZSeries-09282017-0905-049,-6452.075538,581,-7328.613424,26,2598.562,177.0529335,no cnx,,5,"[array([342, 353, 364, 375, 386, 397, 408, 419, 430, 441])]",1.5
11,ZSeries-09282017-0905-049,-6528.85029,373,-7260.424242,157,2597.742,78.81056446,no cnx,,5,"[array([ 34,  42,  50,  58,  66,  74,  82,  90,  98, 106])]",0.68
12,ZSeries-09282017-0905-049,-6564.288774,277,-7292.320035,71,2587.442,105.1325503,no cnx,,5,"[array([450, 460, 470, 480, 490, 500, 510, 520, 530, 540])]",-9.62
13,ZSeries-09282017-0905-049,-6428.996985,643,-7411.21242,250,2575.102,259.6230336,no cnx,,5,"[array([548, 557, 566, 575, 584, 593, 602, 611, 620, 629])]",-21.96
14,ZSeries-09282017-0905-049,-6357.891568,836,-7395.65811,208,2565.242,291.2289927,no cnx,,5,"[array([645, 655, 665, 675, 685, 695, 705, 715, 725, 735])]",-31.82
15,ZSeries-09282017-0905-049,-6534.291176,358,-7241.583357,208,2587.442,60.14602586,no cnx,,5,"[array([456, 466, 476, 486, 496, 506, 516, 526, 536, 546])]",-9.62
16,ZSeries-09282017-0905-049,-6541.32765,339,-7211.585759,289,2587.442,31.37968221,no cnx,,5,"[array([452, 462, 472, 482, 492, 502, 512, 522, 532, 542])]",-9.62
17,ZSeries-09282017-0905-049,-6482.046883,500,-7269.34288,133,2595.862,112.3876792,no cnx,,5,"[array([212, 219, 226, 233, 240, 247, 254, 261, 268, 275])]",-1.2
18,ZSeries-09282017-0905-049,-6597.733663,187,-7164.135657,418,2597.742,45.09241124,no cnx,,5,"[array([ 32,  40,  48,  56,  64,  72,  80,  88,  96, 104])]",0.68
19,ZSeries-09282017-0905-049,-6469.455299,534,-7280.823442,102,2616.602,130.8484324,no cnx,,5,"[array([278, 280, 282, 284, 286, 288, 290, 292, 294, 296])]",19.54
20,ZSeries-09282017-0905-049,-6503.561909,441,-7258.195384,163,2573.962,92.76823199,no cnx,,5,"[array([318, 320, 322, 324, 326, 328, 330, 332, 334, 336])]",-23.1
21,ZSeries-09282017-0905-049,-6514.175349,413,-7319.738263,2,2565.242,143.0826942,no cnx,,5,"[array([637, 647, 657, 667, 677, 687, 697, 707, 717, 727])]",-31.82
22,ZSeries-09282017-0905-049,-6458.37133,564,-7276.395384,114,2587.442,134.693662,no cnx,,5,"[array([454, 464, 474, 484, 494, 504, 514, 524, 534, 544])]",-9.62
23,ZSeries-09282017-0905-049,-6581.324447,231,-7238.620631,216,2587.442,56.25661466,no cnx,,5,"[array([447, 457, 467, 477, 487, 497, 507, 517, 527, 537])]",-9.62
24,ZSeries-09282017-0905-049,-6488.112812,483,-7267.831057,137,2597.742,107.167509,no cnx,,5,"[array([ 29,  37,  45,  53,  61,  69,  77,  85,  93, 101])]",0.68
25,ZSeries-09282017-0905-049,-6493.924038,467,-7234.546883,227,2598.562,80.43339333,no cnx,,5,"[array([340, 351, 362, 373, 384, 395, 406, 417, 428, 439])]",1.5
26,ZSeries-09282017-0905-049,-6505.657513,436,-7326.034056,19,2565.242,151.7100901,no cnx,,5,"[array([640, 650, 660, 670, 680, 690, 700, 710, 720, 730])]",-31.82
27,ZSeries-09282017-0905-049,-6495.658314,463,-7413.434464,256,2565.242,236.6448462,no cnx,,5,"[array([646, 656, 666, 676, 686, 696, 706, 716, 726, 736])]",-31.82
28,ZSeries-09282017-0905-049,-6439.113613,616,-7259.359711,160,2598.562,139.9319837,no cnx,,5,"[array([346, 357, 368, 379, 390, 401, 412, 423, 434, 445])]",1.5
29,ZSeries-09282017-0905-049,-6546.856508,324,-7220.457905,265,2595.862,35.02700553,no cnx,,5,"[array([208, 215, 222, 229, 236, 243, 250, 257, 264, 271])]",-1.2
30,ZSeries-09282017-0905-049,-6562.921636,281,-7311.16092,20,2597.742,123.4688664,no cnx,,5,"[array([ 28,  36,  44,  52,  60,  68,  76,  84,  92, 100])]",0.68
31,ZSeries-09282017-0905-049,-6390.481551,747,-7398.250495,215,2575.102,270.7426424,no cnx,,5,"[array([550, 559, 568, 577, 586, 595, 604, 613, 622, 631])]",-21.96
32,ZSeries-09282017-0905-049,-6450.847087,584,-7364.54949,124,2575.102,208.5870383,no cnx,,5,"[array([553, 562, 571, 580, 589, 598, 607, 616, 625, 634])]",-21.96
