MP_ID,rad_um,sweeps,X_mm,Y_mm,Z_mm,mW,electrode_1,z_electrode_1,electrode_1_cnx,notes,Y_pix,Image,X_pix
TSeries-09222017-1203-252_Cycle00002_MarkPoints.xml,5.0,"[253, 260, 267, 274, 281, 288, 295, 302, 309, 316, 323, 330, 337, 344, 351, 358, 365, 372, 379, 386]",-6071.2537606,1246.03014457,-365.923,12.4442479567,21.13768018,0.0,tbd,,,,
TSeries-09222017-1203-252_Cycle00002_MarkPoints.xml,5.0,"[254, 261, 268, 275, 282, 289, 296, 303, 310, 317, 324, 331, 338, 345, 352, 359, 366, 373, 380, 387]",-6038.55270817,1334.4177718,-365.923,12.4442479567,107.078432507,0.0,no cnx,,,,
TSeries-09222017-1203-252_Cycle00002_MarkPoints.xml,5.0,"[255, 262, 269, 276, 283, 290, 297, 304, 311, 318, 325, 332, 339, 346, 353, 360, 367, 374, 381, 388]",-6007.74736892,1281.57476678,-365.923,12.4442479567,72.897582473,0.0,no cnx,,,,
TSeries-09222017-1203-252_Cycle00002_MarkPoints.xml,5.0,"[256, 263, 270, 277, 284, 291, 298, 305, 312, 319, 326, 333, 340, 347, 354, 361, 368, 375, 382, 389]",-5923.86206051,1261.90674249,-365.923,12.4442479567,138.511169536,0.0,no cnx,,,,
TSeries-09222017-1203-252_Cycle00002_MarkPoints.xml,5.0,"[257, 264, 271, 278, 285, 292, 299, 306, 313, 320, 327, 334, 341, 348, 355, 362, 369, 376, 383, 390]",-5966.27864301,1360.72079223,-365.923,12.4442479567,160.602615236,0.0,no cnx,,,,
TSeries-09222017-1203-252_Cycle00002_MarkPoints.xml,5.0,"[258, 265, 272, 279, 286, 293, 300, 307, 314, 321, 328, 335, 342, 349, 356, 363, 370, 377, 384, 391]",-5991.15987856,1246.50407287,-365.923,12.4442479567,69.4854687098,0.0,no cnx,,,,
,,,,,,,,,,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[393, 409, 425, 441, 457, 473, 489, 505, 521, 537, 553, 569, 585, 601, 617, 633, 649, 665, 681, 697]",-6077.48446993,1265.97722245,-350.603,12.4442479567,29.4646599744,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[394, 410, 426, 442, 458, 474, 490, 506, 522, 538, 554, 570, 586, 602, 618, 634, 650, 666, 682, 698]",-6077.01054163,1239.20027372,-350.603,12.4442479567,27.1424821623,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[395, 411, 427, 443, 459, 475, 491, 507, 523, 539, 555, 571, 587, 603, 619, 635, 651, 667, 683, 699]",-6074.403936,1180.19620086,-350.603,12.4442479567,73.7480246446,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[396, 412, 428, 444, 460, 476, 492, 508, 524, 540, 556, 572, 588, 604, 620, 636, 652, 668, 684, 700]",-6052.12930609,1143.46675791,-350.603,12.4442479567,107.10805705,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[397, 413, 429, 445, 461, 477, 493, 509, 525, 541, 557, 573, 589, 605, 621, 637, 653, 669, 685, 701]",-6031.9873535,1273.32311104,-350.603,12.4442479567,30.5417279799,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[398, 414, 430, 446, 462, 478, 494, 510, 526, 542, 558, 574, 590, 606, 622, 638, 654, 670, 686, 702]",-5958.76543175,1141.33408057,-350.603,12.4442479567,143.856170333,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[399, 415, 431, 447, 463, 479, 495, 511, 527, 543, 559, 575, 591, 607, 623, 639, 655, 671, 687, 703]",-5950.70865072,1164.31960294,-350.603,12.4442479567,133.319870937,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[400, 416, 432, 448, 464, 480, 496, 512, 528, 544, 560, 576, 592, 608, 624, 640, 656, 672, 688, 704]",-5959.0023959,1170.71763493,-350.603,12.4442479567,122.857398501,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[401, 417, 433, 449, 465, 481, 497, 513, 529, 545, 561, 577, 593, 609, 625, 641, 657, 673, 689, 705]",-5939.80829991,1147.73211257,-350.603,12.4442479567,152.465944401,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[402, 418, 434, 450, 466, 482, 498, 514, 530, 546, 562, 578, 594, 610, 626, 642, 658, 674, 690, 706]",-5920.14027562,1163.37174634,-350.603,12.4442479567,158.392055075,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[403, 419, 435, 451, 467, 483, 499, 515, 531, 547, 563, 579, 595, 611, 627, 643, 659, 675, 691, 707]",-5929.14491325,1233.75009832,-350.603,12.4442479567,124.364645651,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[404, 420, 436, 452, 468, 484, 500, 516, 532, 548, 564, 580, 596, 612, 628, 644, 660, 676, 692, 708]",-5945.25847531,1251.28544527,-350.603,12.4442479567,107.110154052,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[405, 421, 437, 453, 469, 485, 501, 517, 533, 549, 565, 581, 597, 613, 629, 645, 661, 677, 693, 709]",-5956.86971857,1274.27096763,-350.603,12.4442479567,98.3926392314,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[406, 422, 438, 454, 470, 486, 502, 518, 534, 550, 566, 582, 598, 614, 630, 646, 662, 678, 694, 710]",-5939.09740746,1280.19507134,-350.603,12.4442479567,117.077796316,0.0,no cnx,,,,
TSeries-09222017-1203-392_Cycle00002_MarkPoints.xml,5.0,"[407, 423, 439, 455, 471, 487, 503, 519, 535, 551, 567, 583, 599, 615, 631, 647, 663, 679, 695, 711]",-6011.37147262,1181.3810216,-350.603,12.4442479567,80.4258552696,0.0,no cnx,,,,
