,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_1,electrode_1_cnx,notes,rad_um,sweeps,z_electrode_1
0,ZSeries-01082018-0915-236,['TSeries_145_7'],-5566.31683627,93,6059.85486929,330,139.957,94.1258537964,no cnx,,5.0,"[array([151, 161, 171, 181, 191, 201, 211, 221, 231, 241])]",-36.32
1,ZSeries-01082018-0915-236,['TSeries_35_8'],-5521.61436942,213,6088.54094427,408,110.067,64.626534818,no cnx,,5.0,"[array([ 42,  53,  64,  75,  86,  97, 108, 119, 130, 141])]",-6.43
2,ZSeries-01082018-0915-236,['TSeries_455_1'],-5549.53259692,138,6052.44841558,311,142.057,78.7772844925,no cnx,,5.0,"[array([455, 465, 475, 485, 495, 505, 515, 525, 535, 545])]",-38.42
3,ZSeries-01082018-0915-236,['TSeries_35_1'],-5454.20209322,395,6072.28550178,364,110.067,45.1608492466,no cnx,,5.0,"[array([ 35,  46,  57,  68,  79,  90, 101, 112, 123, 134])]",-6.43
4,ZSeries-01082018-0915-236,['TSeries_145_2'],-5499.62171194,272,6070.85119803,360,139.957,52.1798376046,no cnx,,5.0,"[array([146, 156, 166, 176, 186, 196, 206, 216, 226, 236])]",-36.32
5,ZSeries-01082018-0915-236,['TSeries_145_6'],-5573.01025376,75,5944.63246812,20,139.957,134.807021727,no cnx,,5.0,"[array([150, 160, 170, 180, 190, 200, 210, 220, 230, 240])]",-36.32
6,ZSeries-01082018-0915-236,['TSeries_355_5'],-5397.30791571,548,6083.81885871,395,140.127,103.473604652,no cnx,,5.0,"[array([359, 369, 379, 389, 399, 409, 419, 429, 439, 449])]",-36.49
7,ZSeries-01082018-0915-236,['TSeries_35_11'],-5569.66354501,84,6031.40784493,254,110.067,87.7339343432,no cnx,,5.0,"[array([ 45,  56,  67,  78,  89, 100, 111, 122, 133, 144])]",-6.43
8,ZSeries-01082018-0915-236,['TSeries_245_8'],-5534.00791571,180,5916.61961872,54,147.467,138.633979709,no cnx,,5.0,"[array([252, 262, 272, 282, 292, 302, 312, 322, 332, 342])]",-43.83
9,ZSeries-01082018-0915-236,['TSeries_245_1'],-5607.63550816,18,6002.91689428,177,147.467,137.153420001,no cnx,,5.0,"[array([245, 255, 265, 275, 285, 295, 305, 315, 325, 335])]",-43.83
10,ZSeries-01082018-0915-236,['TSeries_35_7'],-5573.48835501,73,6070.85119803,360,110.067,97.1997564416,no cnx,,5.0,"[array([ 41,  52,  63,  74,  85,  96, 107, 118, 129, 140])]",-6.43
11,ZSeries-01082018-0915-236,['TSeries_245_2'],-5558.63013007,113,6031.60296926,254,147.467,88.1495801897,no cnx,,5.0,"[array([246, 256, 266, 276, 286, 296, 306, 316, 326, 336])]",-43.83
12,ZSeries-01082018-0915-236,['TSeries_35_10'],-5489.5815857,299,5974.99189747,102,110.067,63.3355385138,no cnx,,5.0,"[array([ 44,  55,  66,  77,  88,  99, 110, 121, 132, 143])]",-6.43
13,ZSeries-01082018-0915-236,['TSeries_355_8'],-5476.67272316,334,6178.48290614,650,140.127,145.655701562,no cnx,,5.0,"[array([362, 372, 382, 392, 402, 412, 422, 432, 442, 452])]",-36.49
14,ZSeries-01082018-0915-236,['TSeries_355_7'],-5504.88069689,258,6174.65809614,640,140.127,143.617189196,no cnx,,5.0,"[array([361, 371, 381, 391, 401, 411, 421, 431, 441, 451])]",-36.49
15,ZSeries-01082018-0915-236,['TSeries_145_10'],-5478.58525695,329,5967.5813281,82,139.957,78.9586794816,no cnx,,5.0,"[array([154, 164, 174, 184, 194, 204, 214, 224, 234, 244])]",-36.32
16,ZSeries-01082018-0915-236,['TSeries_145_9'],-5427.90652449,466,6069.17784366,356,139.957,72.6971727759,no cnx,,5.0,"[array([153, 163, 173, 183, 193, 203, 213, 223, 233, 243])]",-36.32
17,ZSeries-01082018-0915-236,['TSeries_35_3'],-5529.50304004,192,6013.23999745,205,110.067,53.426170166,no cnx,,5.0,"[array([ 37,  48,  59,  70,  81,  92, 103, 114, 125, 136])]",-6.43
