,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,TSeries-11132017-0944-000,['TSeries_27_2'],-9188.35219605,125,-7229.41742294,408,-30.298,93.646533839,no cnx,,5.0,"[array([28, 32, 36, 40, 44, 48, 52, 56, 60, 64])]",-15.97
1,TSeries-11132017-0944-000,['TSeries_524_1'],-9163.29583558,193,-7247.16892649,360,-46.268,74.2362804912,no cnx,,5.0,"[array([524, 525, 526, 527, 528, 529, 530, 531, 532, 533])]",0.0
2,TSeries-11132017-0944-000,['TSeries_273_2'],-9285.89040001,138,-7586.92702293,558,-96.918,293.207196271,no cnx,,5.0,"[array([274, 278, 282, 286, 290, 294, 298, 302, 306, 310])]",50.65
3,TSeries-11132017-0944-000,['TSeries_453_3'],-9177.62559684,154,-7279.42644428,273,-53.848,42.005743466,no cnx,,5.0,"[array([455, 459, 463, 467, 471, 475, 479, 483, 487, 491])]",7.58
4,TSeries-11132017-0944-000,['TSeries_203_2'],-9222.14147984,34,-7353.74502452,72,-87.378,71.3241766225,no cnx,,5.0,"[array([204, 207, 210, 213, 216, 219, 222, 225, 228, 231])]",41.11
5,TSeries-11132017-0944-000,['TSeries_373_1'],-9372.46391464,372,-7515.02201107,363,-149.668,296.311593165,no cnx,,5.0,"[array([373, 375, 377, 379, 381, 383, 385, 387, 389, 391])]",103.4
6,TSeries-11132017-0944-000,['TSeries_117_1'],-9266.72417075,86,-7262.96823399,317,-28.088,110.512258481,no cnx,,5.0,"[array([117, 120, 123, 126, 129, 132, 135, 138, 141, 144])]",-18.18
7,TSeries-11132017-0944-000,['TSeries_147_3'],-9173.85905772,164,-7130.48137866,676,-75.958,192.423468344,no cnx,,5.0,"[array([149, 154, 159, 164, 169, 174, 179, 184, 189, 194])]",29.69
8,TSeries-11132017-0944-000,['TSeries_203_3'],-9121.06792412,307,-7467.18396206,234,-87.378,161.244160462,no cnx,,5.0,"[array([205, 208, 211, 214, 217, 220, 223, 226, 229, 232])]",41.11
9,TSeries-11132017-0944-000,['TSeries_453_4'],-9154.5077091,217,-7213.83615812,450,-53.848,108.829003685,no cnx,,5.0,"[array([456, 460, 464, 468, 472, 476, 480, 484, 488, 492])]",7.58
10,TSeries-11132017-0944-000,['TSeries_273_3'],-9261.42844902,72,-7522.41198736,383,-96.918,225.615755404,no cnx,,5.0,"[array([275, 279, 283, 287, 291, 295, 299, 303, 307, 311])]",50.65
11,TSeries-11132017-0944-000,['TSeries_67_5'],-9165.63430831,187,-7201.80855653,483,-81.198,124.116531514,no cnx,,5.0,"[array([ 71,  76,  81,  86,  91,  96, 101, 106, 111, 116])]",34.93
12,TSeries-11132017-0944-000,['TSeries_373_2'],-9393.4313012,429,-7556.4191589,475,-149.668,338.179160204,no cnx,,5.0,"[array([374, 376, 378, 380, 382, 384, 386, 388, 390, 392])]",103.4
13,TSeries-11132017-0944-000,['TSeries_493_1'],-9075.74560317,430,-7353.88754783,71,-43.908,103.954740993,no cnx,,5.0,"[array([493, 496, 499, 502, 505, 508, 511, 514, 517, 520])]",-2.36
14,TSeries-11132017-0944-000,['TSeries_27_3'],-9170.34174863,174,-7280.49182609,270,-30.298,43.3428192812,no cnx,,5.0,"[array([29, 33, 37, 41, 45, 49, 53, 57, 61, 65])]",-15.97
15,TSeries-11132017-0944-000,['TSeries_67_2'],-9237.13847273,6,-7202.34618183,481,-81.198,138.439755878,no cnx,,5.0,"[array([ 68,  73,  78,  83,  88,  93,  98, 103, 108, 113])]",34.93
16,TSeries-11132017-0944-000,['TSeries_67_3'],-9152.46248855,222,-7176.5401676,551,-81.198,149.819432882,no cnx,,5.0,"[array([ 69,  74,  79,  84,  89,  94,  99, 104, 109, 114])]",34.93
17,TSeries-11132017-0944-000,['TSeries_313_1'],-9445.46406957,569,-7595.47551937,581,-173.018,406.456629609,no cnx,,5.0,"[array([313, 319, 325, 331, 337, 343, 349, 355, 361, 367])]",126.75
18,TSeries-11132017-0944-000,['TSeries_453_2'],-9080.58423084,417,-7305.50127115,202,-53.848,95.1265842888,no cnx,,5.0,"[array([454, 458, 462, 466, 470, 474, 478, 482, 486, 490])]",7.58
19,TSeries-11132017-0944-000,['TSeries_117_3'],-9214.30570435,55,-7178.82987511,545,-28.088,148.451794188,no cnx,,5.0,"[array([119, 122, 125, 128, 131, 134, 137, 140, 143, 146])]",-18.18
20,TSeries-11132017-0944-000,['TSeries_233_4'],-9222.14147984,34,-7450.24876522,188,-65.118,139.508396626,no cnx,,5.0,"[array([236, 240, 244, 248, 252, 256, 260, 264, 268, 272])]",18.85
21,TSeries-11132017-0944-000,['TSeries_233_2'],-9080.47721424,417,-7467.45277471,235,-65.118,175.227482423,no cnx,,5.0,"[array([234, 238, 242, 246, 250, 254, 258, 262, 266, 270])]",18.85
22,TSeries-11132017-0944-000,['TSeries_67_1'],-9194.66607432,108,-7284.33403953,260,-81.198,54.3531358751,no cnx,,5.0,"[array([ 67,  72,  77,  82,  87,  92,  97, 102, 107, 112])]",34.93
23,TSeries-11132017-0944-000,['TSeries_27_1'],-9187.81457076,127,-7319.20084743,165,-30.298,21.0332236226,no cnx,,5.0,"[array([27, 31, 35, 39, 43, 47, 51, 55, 59, 63])]",-15.97
24,TSeries-11132017-0944-000,['TSeries_313_4'],-9504.87166483,730,-7508.11140871,345,-173.018,400.712793128,no cnx,,5.0,"[array([316, 322, 328, 334, 340, 346, 352, 358, 364, 370])]",126.75
25,TSeries-11132017-0944-000,['TSeries_273_4'],-9228.90211859,15,-7541.76649803,436,-96.918,233.393281022,no cnx,,5.0,"[array([276, 280, 284, 288, 292, 296, 300, 304, 308, 312])]",50.65
26,TSeries-11132017-0944-000,['TSeries_393_1'],-9265.38295969,82,-7525.3006925,391,-100.778,230.625718972,no cnx,,5.0,"[array([393, 399, 405, 411, 417, 423, 429, 435, 441, 447])]",54.51
27,TSeries-11132017-0944-000,['TSeries_117_2'],-9254.35878894,52,-7205.44232728,473,-28.088,141.483312733,no cnx,,5.0,"[array([118, 121, 124, 127, 130, 133, 136, 139, 142, 145])]",-18.18
28,TSeries-11132017-0944-000,['TSeries_147_5'],-9244.82559684,27,-7193.92116364,504,-75.958,148.044823784,no cnx,,5.0,"[array([151, 156, 161, 166, 171, 176, 181, 186, 191, 196])]",29.69
29,TSeries-11132017-0944-000,['TSeries_147_1'],-9171.70855653,170,-7164.08295969,585,-75.958,159.327818224,no cnx,,5.0,"[array([147, 152, 157, 162, 167, 172, 177, 182, 187, 192])]",29.69
30,TSeries-11132017-0944-000,['TSeries_313_6'],-9400.57235732,448,-7544.13230357,442,-173.018,342.457690593,no cnx,,5.0,"[array([318, 324, 330, 336, 342, 348, 354, 360, 366, 372])]",126.75
31,TSeries-11132017-0944-000,['TSeries_147_4'],-9150.74116997,227,-7158.97551937,599,-75.958,165.99485392,no cnx,,5.0,"[array([150, 155, 160, 165, 170, 175, 180, 185, 190, 195])]",29.69
32,TSeries-11132017-0944-000,['TSeries_393_5'],-9261.08195732,71,-7501.37636681,327,-100.778,207.846299733,no cnx,,5.0,"[array([397, 403, 409, 415, 421, 427, 433, 439, 445, 451])]",54.51
33,TSeries-11132017-0944-000,['TSeries_27_4'],-9152.60011384,222,-7248.23430831,357,-30.298,77.1904059313,no cnx,,5.0,"[array([30, 34, 38, 42, 46, 50, 54, 58, 62, 66])]",-15.97
34,TSeries-11132017-0944-000,['TSeries_147_2'],-9233.26665297,4,-7112.20211859,725,-75.958,218.632837739,no cnx,,5.0,"[array([148, 153, 158, 163, 168, 173, 178, 183, 188, 193])]",29.69
35,TSeries-11132017-0944-000,['TSeries_393_3'],-9231.24375337,9,-7543.31113993,440,-100.778,236.274517302,no cnx,,5.0,"[array([395, 401, 407, 413, 419, 425, 431, 437, 443, 449])]",54.51
36,TSeries-11132017-0944-000,['TSeries_393_6'],-9177.21241108,155,-7483.36591938,278,-100.778,171.677288793,no cnx,,5.0,"[array([398, 404, 410, 416, 422, 428, 434, 440, 446, 452])]",54.51
37,TSeries-11132017-0944-000,['TSeries_313_3'],-9479.33446325,661,-7568.59425455,508,-173.018,413.127765004,no cnx,,5.0,"[array([315, 321, 327, 333, 339, 345, 351, 357, 363, 369])]",126.75
38,TSeries-11132017-0944-000,['TSeries_273_1'],-9257.93388459,62,-7500.10053756,323,-96.918,204.444112162,no cnx,,5.0,"[array([273, 277, 281, 285, 289, 293, 297, 301, 305, 309])]",50.65
39,TSeries-11132017-0944-000,['TSeries_493_2'],-9204.77567431,81,-7315.44733914,175,-43.908,31.0979961586,no cnx,,5.0,"[array([494, 497, 500, 503, 506, 509, 512, 515, 518, 521])]",-2.36
40,TSeries-11132017-0944-000,['TSeries_493_3'],-9200.74348459,92,-7224.3198514,422,-43.908,99.9005409703,no cnx,,5.0,"[array([495, 498, 501, 504, 507, 510, 513, 516, 519, 522])]",-2.36
41,TSeries-11132017-0944-000,['TSeries_453_1'],-9163.64733914,192,-7246.36248855,362,-53.848,75.3659510245,no cnx,,5.0,"[array([453, 457, 461, 465, 469, 473, 477, 481, 485, 489])]",7.58
42,TSeries-11132017-0944-000,['TSeries_233_1'],-9238.00142609,8,-7406.96992886,71,-65.118,109.022288561,no cnx,,5.0,"[array([233, 237, 241, 245, 249, 253, 257, 261, 265, 269])]",18.85
43,TSeries-11132017-0944-000,['TSeries_67_4'],-9245.20285218,28,-7164.71241108,583,-81.198,174.822013605,no cnx,,5.0,"[array([ 70,  75,  80,  85,  90,  95, 100, 105, 110, 115])]",34.93
44,TSeries-11132017-0944-000,['TSeries_203_1'],-9190.69040001,119,-7476.05477945,258,-87.378,161.641980656,no cnx,,5.0,"[array([203, 206, 209, 212, 215, 218, 221, 224, 227, 230])]",41.11
45,TSeries-11132017-0944-000,['TSeries_393_4'],-9289.84491068,148,-7588.47166483,562,-100.778,296.817341548,no cnx,,5.0,"[array([396, 402, 408, 414, 420, 426, 432, 438, 444, 450])]",54.51
