,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_1,electrode_1_cnx,notes,rad_um,sweeps,z_electrode_1
0,TSeries-09272017-1008-027,-6868.672931,453,-7117.491176,324,2669.752,72.01217314,no cnx,,5,"[array([193, 202, 211, 220, 229, 238, 247, 256, 265, 274, 283, 292, 301,
       310, 319, 328, 337, 346, 355, 364])]",-22.44
1,TSeries-09272017-1008-027,-6888.534056,399,-7126.651295,299,2668.702,50.58558578,no cnx,,5,"[array([131, 137, 143, 149, 155, 161, 167, 173, 179, 185])]",-23.49
2,TSeries-09272017-1008-027,-7029.400801,18,-7056.755299,488,2669.752,120.9650466,no cnx,,5,"[array([192, 201, 210, 219, 228, 237, 246, 255, 264, 273, 282, 291, 300,
       309, 318, 327, 336, 345, 354, 363])]",-22.44
3,TSeries-09272017-1008-027,-6947.925844,239,-7076.383357,435,2669.752,60.62866862,no cnx,,5,"[array([188, 197, 206, 215, 224, 233, 242, 251, 260, 269, 278, 287, 296,
       305, 314, 323, 332, 341, 350, 359])]",-22.44
4,TSeries-09272017-1008-027,-6913.484158,332,-7027.498383,567,2669.752,111.504122,no cnx,,5,"[array([189, 198, 207, 216, 225, 234, 243, 252, 261, 270, 279, 288, 297,
       306, 315, 324, 333, 342, 351, 360])]",-22.44
5,TSeries-09272017-1008-027,-7016.301602,54,-7059.619626,480,2668.702,109.3978076,no cnx,,5,"[array([130, 136, 142, 148, 154, 160, 166, 172, 178, 184])]",-23.49
6,TSeries-09272017-1008-027,-7010.513424,69,-7067.86552,458,2669.752,99.50829092,no cnx,,5,"[array([195, 204, 213, 222, 231, 240, 249, 258, 267, 276, 285, 294, 303,
       312, 321, 330, 339, 348, 357, 366])]",-22.44
7,TSeries-09272017-1008-027,-6890.893374,393,-7181.560119,151,2692.192,65.52416004,no cnx,,5,"[array([370, 375, 380, 385, 390, 395, 400, 405, 410, 415, 420, 425, 430,
       435, 440, 445, 450, 455, 460, 465])]",0
8,TSeries-09272017-1008-027,-6887.189967,403,-7078.23506,430,2692.192,77.2377226,no cnx,,5,"[array([371, 376, 381, 386, 391, 396, 401, 406, 411, 416, 421, 426, 431,
       436, 441, 446, 451, 456, 461, 466])]",0
9,TSeries-09272017-1008-027,-6937.185963,268,-7103.047888,363,2669.752,33.19540196,no cnx,,5,"[array([191, 200, 209, 218, 227, 236, 245, 254, 263, 272, 281, 290, 299,
       308, 317, 326, 335, 344, 353, 362])]",-22.44
10,TSeries-09272017-1008-027,-6989.404004,126,-7173.412624,173,2692.192,63.27770878,no cnx,,5,"[array([369, 374, 379, 384, 389, 394, 399, 404, 409, 414, 419, 424, 429,
       434, 439, 444, 449, 454, 459, 464])]",0
11,TSeries-09272017-1008-027,-6870.894976,447,-7137.859915,269,2669.752,67.32973464,no cnx,,5,"[array([187, 196, 205, 214, 223, 232, 241, 250, 259, 268, 277, 286, 295,
       304, 313, 322, 331, 340, 349, 358])]",-22.44
12,TSeries-09272017-1008-027,-6875.942471,433,-7109.245282,346,2668.702,67.85765115,no cnx,,5,"[array([127, 133, 139, 145, 151, 157, 163, 169, 175, 181])]",-23.49
13,TSeries-09272017-1008-027,-6899.41121,370,-7092.678348,391,2669.752,58.32232436,no cnx,,5,"[array([194, 203, 212, 221, 230, 239, 248, 257, 266, 275, 284, 293, 302,
       311, 320, 329, 338, 347, 356, 365])]",-22.44
14,TSeries-09272017-1008-027,-6940.011415,260,-7155.554702,221,2696.732,19.41129736,no cnx,,5,"[array([29, 33, 37, 41, 45, 49, 53, 57, 61, 65])]",4.54
15,TSeries-09272017-1008-027,-6932.371534,281,-7170.449898,181,2692.192,34.71585854,no cnx,,5,"[array([367, 372, 377, 382, 387, 392, 397, 402, 407, 412, 417, 422, 427,
       432, 437, 442, 447, 452, 457, 462])]",0
16,TSeries-09272017-1008-027,-6995.192181,111,-7158.887769,212,2696.732,61.32722708,no cnx,,5,"[array([28, 32, 36, 40, 44, 48, 52, 56, 60, 64])]",4.54
17,TSeries-09272017-1008-027,-6931.863919,282,-7140.741074,261,2696.732,7.783272809,no cnx,,5,"[array([27, 31, 35, 39, 43, 47, 51, 55, 59, 63])]",4.54
18,TSeries-09272017-1008-027,-6971.99799,173,-7081.197786,422,2692.192,64.577528,no cnx,,5,"[array([368, 373, 378, 383, 388, 393, 398, 403, 408, 413, 418, 423, 428,
       433, 438, 443, 448, 453, 458, 463])]",0
19,TSeries-09272017-1008-027,-6944.455503,248,-7094.801994,385,2667.912,41.89456459,no cnx,,5,"[array([ 68,  74,  80,  86,  92,  98, 104, 110, 116, 122])]",-24.28
20,TSeries-09272017-1008-027,-6881.634856,418,-7135.637871,275,2669.752,56.57313992,no cnx,,5,"[array([190, 199, 208, 217, 226, 235, 244, 253, 262, 271, 280, 289, 298,
       307, 316, 325, 334, 343, 352, 361])]",-22.44
21,TSeries-09272017-1008-027,-6878.164516,427,-7128.87334,293,2668.702,60.48914149,no cnx,,5,"[array([129, 135, 141, 147, 153, 159, 165, 171, 177, 183])]",-23.49
22,TSeries-09272017-1008-027,-6955.936065,217,-7068.507803,456,2667.912,70.00264814,no cnx,,5,"[array([ 72,  78,  84,  90,  96, 102, 108, 114, 120, 126])]",-24.28
23,TSeries-09272017-1008-027,-6899.273936,370,-7165.553902,194,2696.732,48.7406486,no cnx,,5,"[array([30, 34, 38, 42, 46, 50, 54, 58, 62, 66])]",4.54
