,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,TSeries-09182017-0913-026,-6274.439404,242,-7042.556749,77,11.402,45.41894421,excitatory,,5,"[[32, 40, 48, 56, 64, 72, 80, 88, 96, 104]]",
1,TSeries-09182017-0913-026,-6277.274521,234,-6974.513925,261,11.402,95.80692822,no cnx,,5,"[array([ 33,  41,  49,  57,  65,  73,  81,  89,  97, 105])]",
2,TSeries-09182017-0913-026,-6232.975808,354,-6970.970028,270,11.402,88.03778654,excitatory,,5,"[[30, 38, 46, 54, 62, 70, 78, 86, 94, 102]]",
3,TSeries-09182017-0913-026,-6287.906213,206,-7015.268742,151,11.402,70.89954314,no cnx,,5,"[array([ 31,  39,  47,  55,  63,  71,  79,  87,  95, 103])]",
4,TSeries-09182017-0913-026,-6249.277734,310,-6973.450756,264,11.402,87.25965244,no cnx,,5,"[array([27, 35, 43, 51, 59, 67, 75, 83, 91, 99])]",
5,TSeries-09182017-0913-026,-6335.748823,76,-7048.935764,59,11.402,104.1338111,no cnx,,5,"[array([ 28,  36,  44,  52,  60,  68,  76,  84,  92, 100])]",
6,TSeries-09182017-0913-026,-6232.975808,354,-7039.367242,85,11.402,19.65564005,excitatory,,5,"[[26, 34, 42, 50, 58, 66, 74, 82, 90, 98]]",
7,TSeries-09182017-0913-026,-6265.579661,266,-7097.132764,70,11.402,50.73992451,no cnx,,5,"[array([ 29,  37,  45,  53,  61,  69,  77,  85,  93, 101])]",
8,TSeries-09182017-0913-026,-6279.755249,228,-7051.416492,53,20.172,48.25262057,no cnx,,5,"[array([107, 117, 127, 137, 147, 157, 167, 177, 187, 197])]",
9,TSeries-09182017-0913-026,-6296.765955,182,-7087.564242,44,20.172,70.68971874,no cnx,,5,"[array([113, 123, 133, 143, 153, 163, 173, 183, 193, 203])]",
10,TSeries-09182017-0913-026,-6230.49508,361,-6977.703433,252,20.172,81.31594931,no cnx,,5,"[array([112, 122, 132, 142, 152, 162, 172, 182, 192, 202])]",
11,TSeries-09182017-0913-026,-6230.14069,362,-7038.658462,87,20.172,20.43942264,no cnx,,5,"[array([106, 116, 126, 136, 146, 156, 166, 176, 186, 196])]",
12,TSeries-09182017-0913-026,-6322.282014,113,-7040.430411,82,20.172,92.07195076,no cnx,,5,"[array([115, 125, 135, 145, 155, 165, 175, 185, 195, 205])]",
13,TSeries-09182017-0913-026,-6321.927625,114,-7085.792294,39,20.172,93.73437804,no cnx,,5,"[array([109, 119, 129, 139, 149, 159, 169, 179, 189, 199])]",
14,TSeries-09182017-0913-026,-6262.035764,276,-6989.043903,222,20.172,76.09417653,no cnx,,5,"[array([110, 120, 130, 140, 150, 160, 170, 180, 190, 200])]",
15,TSeries-09182017-0913-026,-6260.618205,279,-7040.076021,83,20.172,34.22536274,no cnx,,5,"[array([111, 121, 131, 141, 151, 161, 171, 181, 191, 201])]",
16,TSeries-09182017-0913-026,-6283.299146,218,-7131.508566,163,20.172,88.75837552,no cnx,,5,"[array([108, 118, 128, 138, 148, 158, 168, 178, 188, 198])]",
17,TSeries-09182017-0913-026,-6262.744543,274,-6973.450756,264,20.172,90.87455173,excitatory,,5,"[[114, 124, 134, 144, 154, 164, 174, 184, 194, 204]]",
18,TSeries-09182017-0913-026,-6192.220991,465,-6922.256322,402,10.282,142.4441927,no cnx,,5,"[array([208, 218, 228, 238, 248, 258, 268, 278, 288, 298])]",
19,TSeries-09182017-0913-026,-6277.274521,234,-6993.843044,209,10.282,79.28659946,excitatory,,5,"[[213, 223, 233, 243, 253, 263, 273, 283, 293, 303]]",
20,TSeries-09182017-0913-026,-6254.23919,297,-6995.260602,205,10.282,67.47720821,no cnx,,5,"[array([207, 217, 227, 237, 247, 257, 267, 277, 287, 297])]",
21,TSeries-09182017-0913-026,-6206.750969,425,-6986.04647,230,10.282,77.23628137,no cnx,,5,"[array([214, 224, 234, 244, 254, 264, 274, 284, 294, 304])]",
22,TSeries-09182017-0913-026,-6227.659962,369,-6907.726344,442,10.282,151.3423694,no cnx,,5,"[array([206, 216, 226, 236, 246, 256, 266, 276, 286, 296])]",
23,TSeries-09182017-0913-026,-6300.664242,171,-6918.003646,414,10.282,156.7852735,no cnx,,5,"[array([209, 219, 229, 239, 249, 259, 269, 279, 289, 299])]",
24,TSeries-09182017-0913-026,-6236.519705,345,-6988.881588,222,10.282,70.26086711,excitatory,,5,"[[211, 221, 231, 241, 251, 261, 271, 281, 291, 301]]",
25,TSeries-09182017-0913-026,-6289.678161,201,-6954.860176,314,10.282,118.9989401,no cnx,,5,"[array([212, 222, 232, 242, 252, 262, 272, 282, 292, 302])]",
26,TSeries-09182017-0913-026,-6245.025058,322,-6931.470455,377,10.282,128.1860291,excitatory,,5,"[[210, 220, 230, 240, 250, 260, 270, 280, 290, 300]]",
27,TSeries-09182017-0913-026,-6344.608566,52,-7036.724198,93,10.282,114.6904832,excitatory,,5,"[[215, 225, 235, 245, 255, 265, 275, 285, 295, 305]]",
