,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,ZSeries-09212017-0924-041,-6973.790972,82,-7254.851892,310,-75.095,71.44904796,no cnx,,5,"[array([323, 326, 329, 332, 335, 338, 341, 344, 347, 350, 353, 356, 359,
       362, 365, 368, 371, 374, 377, 380])]",51.939
1,ZSeries-09212017-0924-041,-6979.647087,66,-7379.278756,26,-116.865,90.62493207,no cnx,,5,"[array([ 22,  27,  32,  37,  42,  47,  52,  57,  62,  67,  72,  77,  82,
        87,  92,  97, 102, 107, 112, 117])]",10.169
2,ZSeries-09212017-0924-041,-7074.031261,189,-7384.871738,41,-130.736,155.7879515,no cnx,,5,"[array([385, 391, 397, 403, 409, 415, 421, 427, 433, 439, 445, 451, 457,
       463, 469, 475, 481, 487, 493, 499])]",-3.702
3,ZSeries-09212017-0924-041,-7051.562522,128,-7281.516423,238,-75.095,118.104638,no cnx,,5,"[array([321, 324, 327, 330, 333, 336, 339, 342, 345, 348, 351, 354, 357,
       360, 363, 366, 369, 372, 375, 378])]",51.939
4,ZSeries-09212017-0924-041,-7033.115827,78,-7278.904004,245,-83.231,98.54713695,no cnx,,5,"[array([185, 192, 199, 206, 213, 220, 227, 234, 241, 248, 255, 262, 269,
       276, 283, 290, 297, 304, 311, 318])]",43.803
5,ZSeries-09212017-0924-041,-7016.450495,33,-7237.796185,356,-83.231,100.7995688,no cnx,,5,"[array([183, 190, 197, 204, 211, 218, 225, 232, 239, 246, 253, 260, 267,
       274, 281, 288, 295, 302, 309, 316])]",43.803
6,ZSeries-09212017-0924-041,-6984.779149,52,-7315.618025,145,-130.736,43.43009691,no cnx,,5,"[array([383, 389, 395, 401, 407, 413, 419, 425, 431, 437, 443, 449, 455,
       461, 467, 473, 479, 485, 491, 497])]",-3.702
7,ZSeries-09212017-0924-041,-7066.254106,168,-7314.136662,149,-130.736,121.3117159,no cnx,,5,"[array([386, 392, 398, 404, 410, 416, 422, 428, 434, 440, 446, 452, 458,
       464, 470, 476, 482, 488, 494, 500])]",-3.702
8,ZSeries-09212017-0924-041,-7034.827854,83,-7289.285963,217,-116.865,89.20528445,no cnx,,5,"[array([ 25,  30,  35,  40,  45,  50,  55,  60,  65,  70,  75,  80,  85,
        90,  95, 100, 105, 110, 115, 120])]",10.169
9,ZSeries-09212017-0924-041,-7001.497189,7,-7331.504805,102,-116.865,66.53457279,no cnx,,5,"[array([ 24,  29,  34,  39,  44,  49,  54,  59,  64,  69,  74,  79,  84,
        89,  94,  99, 104, 109, 114, 119])]",10.169
10,ZSeries-09212017-0924-041,-6992.979353,30,-7224.105998,393,-116.865,85.898839,no cnx,,5,"[array([ 21,  26,  31,  36,  41,  46,  51,  56,  61,  66,  71,  76,  81,
        86,  91,  96, 101, 106, 111, 116])]",10.169
11,ZSeries-09212017-0924-041,-7030.523442,71,-7205.206202,444,-94.255,127.7242811,no cnx,,5,"[array([121, 124, 127, 130, 133, 136, 139, 142, 145, 148, 151, 154, 157,
       160, 163, 166, 169, 172, 175, 178])]",32.779
12,ZSeries-09212017-0924-041,-7019.71322,42,-7280.775742,240,-75.095,91.03580473,no cnx,,5,"[array([322, 325, 328, 331, 334, 337, 340, 343, 346, 349, 352, 355, 358,
       361, 364, 367, 370, 373, 376, 379])]",51.939
13,ZSeries-09212017-0924-041,-7031.442079,73,-7410.054907,109,-130.736,142.6404081,no cnx,,5,"[array([382, 388, 394, 400, 406, 412, 418, 424, 430, 436, 442, 448, 454,
       460, 466, 472, 478, 484, 490, 496])]",-3.702
14,ZSeries-09212017-0924-041,-7030.523442,71,-7320.011823,133,-83.231,97.91756945,no cnx,,5,"[array([186, 193, 200, 207, 214, 221, 228, 235, 242, 249, 256, 263, 270,
       277, 284, 291, 298, 305, 312, 319])]",43.803
15,ZSeries-09212017-0924-041,-7066.446491,168,-7222.982556,396,-83.231,146.9462953,no cnx,,5,"[array([184, 191, 198, 205, 212, 219, 226, 233, 240, 247, 254, 261, 268,
       275, 282, 289, 296, 303, 310, 317])]",43.803
16,ZSeries-09212017-0924-041,-7045.33707,111,-7282.607411,235,-83.231,108.9494873,no cnx,,5,"[array([182, 189, 196, 203, 210, 217, 224, 231, 238, 245, 252, 259, 266,
       273, 280, 287, 294, 301, 308, 315])]",43.803
17,ZSeries-09212017-0924-041,-6945.715418,157,-7275.200597,255,-94.255,38.6028337,no cnx,,5,"[array([122, 125, 128, 131, 134, 137, 140, 143, 146, 149, 152, 155, 158,
       161, 164, 167, 170, 173, 176, 179])]",32.779
18,ZSeries-09212017-0924-041,-6963.669728,109,-7361.169932,22,-130.736,67.9219521,no cnx,,5,"[array([384, 390, 396, 402, 408, 414, 420, 426, 432, 438, 444, 450, 456,
       462, 468, 474, 480, 486, 492, 498])]",-3.702
19,ZSeries-09212017-0924-041,-7063.661721,161,-7354.87414,39,-130.736,131.4292528,no cnx,,5,"[array([381, 387, 393, 399, 405, 411, 417, 423, 429, 435, 441, 447, 453,
       459, 465, 471, 477, 483, 489, 495])]",-3.702
20,ZSeries-09212017-0924-041,-7012.376747,22,-7271.86753,264,-83.231,82.64463694,no cnx,,5,"[array([187, 194, 201, 208, 215, 222, 229, 236, 243, 250, 257, 264, 271,
       278, 285, 292, 299, 306, 313, 320])]",43.803
21,ZSeries-09212017-0924-041,-7006.311619,5,-7280.397786,241,-116.865,62.6092112,no cnx,,5,"[array([ 23,  28,  33,  38,  43,  48,  53,  58,  63,  68,  73,  78,  83,
        88,  93,  98, 103, 108, 113, 118])]",10.169
22,ZSeries-09212017-0924-041,-7018.302198,38,-7308.16092,165,-94.255,79.99224973,no cnx,,5,"[array([123, 126, 129, 132, 135, 138, 141, 144, 147, 150, 153, 156, 159,
       162, 165, 168, 171, 174, 177, 180])]",32.779
23,ZSeries-09212017-0924-041,-7045.33707,111,-7161.505998,562,-83.231,172.2697841,no cnx,,5,"[array([181, 188, 195, 202, 209, 216, 223, 230, 237, 244, 251, 258, 265,
       272, 279, 286, 293, 300, 307, 314])]",43.803
