,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_1,electrode_1_cnx,notes,rad_um,sweeps,z_electrode_1
0,ZSeries-10232017-0942-028,['TSeries_527_9'],-8601.284304,389,-7024.333414,323,131.258,102.0180316,no cnx,,5,"[array([535, 546, 557, 568, 579, 590, 601, 612, 623, 634])]",74.42
1,ZSeries-10232017-0942-028,['TSeries_207_4'],-8747.320223,138,-6854.195713,615,64.198,247.6470061,no cnx,,5,"[array([210, 220, 230, 240, 250, 260, 270, 280, 290, 300])]",7.36
2,ZSeries-10232017-0942-028,['TSeries_77_1'],-8596.999124,396,-7027.11319,319,40.168,72.36383915,no cnx,,5,"[array([ 77,  89, 101, 113, 125, 137, 149, 161, 173, 185])]",-16.67
3,ZSeries-10232017-0942-028,['TSeries_197_1'],-8706.989828,207,-6998.656293,367,39.848,103.5294768,excitatory,,5,"[[197, 198, 199, 200, 201, 202, 203, 204, 205, 206]]",-16.99
4,ZSeries-10232017-0942-028,['TSeries_377_4'],-8685.515514,244,-7192.528494,35,23.238,125.1131239,no cnx,,5,"[array([380, 388, 396, 404, 412, 420, 428, 436, 444, 452])]",-33.6
5,ZSeries-10232017-0942-028,['TSeries_527_2'],-8545.969212,484,-7023.693933,325,131.258,135.2667284,no cnx,,5,"[array([528, 539, 550, 561, 572, 583, 594, 605, 616, 627])]",74.42
6,ZSeries-10232017-0942-028,['TSeries_207_3'],-8694.882795,228,-6906.633142,525,64.198,180.052354,no cnx,,5,"[array([209, 219, 229, 239, 249, 259, 269, 279, 289, 299])]",7.36
7,ZSeries-10232017-0942-028,['TSeries_317_5'],-8635.22303,331,-6803.617356,702,67.878,276.0307699,no cnx,,5,"[array([321, 326, 331, 336, 341, 346, 351, 356, 361, 366])]",11.04
8,ZSeries-10232017-0942-028,['TSeries_377_6'],-8723.884364,179,-7229.618382,27,23.238,173.3918178,no cnx,,5,"[array([382, 390, 398, 406, 414, 422, 430, 438, 446, 454])]",-33.6
9,ZSeries-10232017-0942-028,['TSeries_377_7'],-8676.243042,260,-7222.903833,16,23.238,150.9227362,no cnx,,5,"[array([383, 391, 399, 407, 415, 423, 431, 439, 447, 455])]",-33.6
10,ZSeries-10232017-0942-028,['TSeries_457_1'],-8676.743042,259,-7221.203833,13,18.928,150.441463,no cnx,,5,"[array([457, 458, 459, 460, 461, 462, 463, 464, 465, 466])]",-37.91
11,ZSeries-10232017-0942-028,['TSeries_77_11'],-8688.125143,240,-7002.173438,361,40.168,90.24140446,no cnx,,5,"[array([ 87,  99, 111, 123, 135, 147, 159, 171, 183, 195])]",-16.67
12,ZSeries-10232017-0942-028,['TSeries_527_8'],-8703.920978,213,-7090.199939,211,131.258,95.97992049,no cnx,,5,"[array([534, 545, 556, 567, 578, 589, 600, 611, 622, 633])]",74.42
13,ZSeries-10232017-0942-028,['TSeries_377_8'],-8696.706429,225,-7337.690643,213,23.238,265.8052935,no cnx,,5,"[array([384, 392, 400, 408, 416, 424, 432, 440, 448, 456])]",-33.6
