,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,ZSeries-01082018-0920-056,['TSeries_29_4'],-7869.14125439,349,-6502.45091778,40,209.989,89.339265086,tbd,,5.0,"[[32, 37, 42, 47, 52, 57, 62, 67, 72, 77]]",-22.07
1,ZSeries-01082018-0920-056,['TSeries_29_3'],-7947.29427849,137,-6546.16870138,77,209.989,139.168296692,no cnx,,5.0,"[array([31, 36, 41, 46, 51, 56, 61, 66, 71, 76])]",-22.07
2,ZSeries-01082018-0920-056,['TSeries_159_5'],-7981.7376392,44,-6582.05171735,174,143.249,190.029053158,no cnx,,5.0,"[array([163, 170, 177, 184, 191, 198, 205, 212, 219, 226])]",44.67
3,ZSeries-01082018-0920-056,['TSeries_159_3'],-8026.65317029,76,-6621.57738471,281,143.249,245.807838801,no cnx,,5.0,"[array([161, 168, 175, 182, 189, 196, 203, 210, 217, 224])]",44.67
4,ZSeries-01082018-0920-056,['TSeries_159_4'],-7965.568048,88,-6651.82050898,363,143.249,247.146333777,no cnx,,5.0,"[array([162, 169, 176, 183, 190, 197, 204, 211, 218, 225])]",44.67
5,ZSeries-01082018-0920-056,['TSeries_159_6'],-8035.63627651,101,-6648.22726649,353,143.249,272.700119454,no cnx,,5.0,"[array([164, 171, 178, 185, 192, 199, 206, 213, 220, 227])]",44.67
6,ZSeries-01082018-0920-056,['TSeries_79_7'],-7941.56129049,153,-6653.81351503,368,165.279,240.141410243,no cnx,,5.0,"[array([ 85,  93, 101, 109, 117, 125, 133, 141, 149, 157])]",22.64
7,ZSeries-01082018-0920-056,['TSeries_229_4'],-8020.0269398,59,-6593.32637667,205,144.059,219.128233771,no cnx,,5.0,"[array([232, 241, 250, 259, 268, 277, 286, 295, 304, 313])]",43.86
8,ZSeries-01082018-0920-056,['TSeries_79_5'],-8015.52219835,46,-6584.94303402,182,165.279,206.511431269,no cnx,,5.0,"[array([ 83,  91,  99, 107, 115, 123, 131, 139, 147, 155])]",22.64
9,ZSeries-01082018-0920-056,['TSeries_79_8'],-7995.75936467,6,-6549.60948289,86,165.279,166.710873094,no cnx,,5.0,"[array([ 86,  94, 102, 110, 118, 126, 134, 142, 150, 158])]",22.64
10,ZSeries-01082018-0920-056,['TSeries_79_6'],-7915.21084558,224,-6519.96523237,6,165.279,105.126820031,no cnx,,5.0,"[array([ 84,  92, 100, 108, 116, 124, 132, 140, 148, 156])]",22.64
