,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,ZSeries-10032017-1027-053,-8486.12765,183,-6981.87995,323,104.978,108.6780345,no cnx,,5,"[array([514, 520, 526, 532, 538, 544, 550, 556, 562, 568, 574, 580, 586,
       592, 598, 604, 610, 616, 622, 628])]",86.69
1,ZSeries-10032017-1027-053,-8484.680154,187,-7071.613016,80,88.608,93.79080229,no cnx,,5,"[array([195, 200, 205, 210, 215, 220, 225, 230, 235, 240, 245, 250, 255,
       260, 265, 270, 275, 280, 285, 290])]",70.32
2,ZSeries-10032017-1027-053,-8496.531057,155,-7153.828654,141,88.608,154.4197586,no cnx,,5,"[array([194, 199, 204, 209, 214, 219, 224, 229, 234, 239, 244, 249, 254,
       259, 264, 269, 274, 279, 284, 289])]",70.32
3,ZSeries-10032017-1027-053,-8439.46472,309,-7066.317632,95,104.978,94.58612933,tbd,,5,"[[519, 525, 531, 537, 543, 549, 555, 561, 567, 573, 579, 585, 591, 597, 603, 609, 615, 621, 627, 633]]",86.69
4,ZSeries-10032017-1027-053,-8513.003203,110,-7086.855707,39,64.518,104.2425203,no cnx,,5,"[array([296, 304, 312, 320, 328, 336, 344, 352, 360, 368, 376, 384, 392,
       400, 408, 416, 424, 432, 440, 448])]",46.23
5,ZSeries-10032017-1027-053,-8488.190375,177,-7092.040477,25,64.518,92.16190922,no cnx,,5,"[array([298, 306, 314, 322, 330, 338, 346, 354, 362, 370, 378, 386, 394,
       402, 410, 418, 426, 434, 442, 450])]",46.23
6,ZSeries-10032017-1027-053,-8443.848689,297,-6992.257701,295,130.018,117.5190069,tbd,,5,"[[57, 64, 71, 78, 85, 92, 99, 106, 113, 120, 127, 134, 141, 148, 155, 162, 169, 176, 183, 190]]",111.73
7,ZSeries-10032017-1027-053,-8401.689967,411,-6934.476338,451,104.978,133.5093062,no cnx,,5,"[array([516, 522, 528, 534, 540, 546, 552, 558, 564, 570, 576, 582, 588,
       594, 600, 606, 612, 618, 624, 630])]",86.69
8,ZSeries-10032017-1027-053,-8475.791977,211,-7127.904805,71,88.608,126.9101189,tbd,,5,"[[196, 201, 206, 211, 216, 221, 226, 231, 236, 241, 246, 251, 256, 261, 266, 271, 276, 281, 286, 291]]",70.32
9,ZSeries-10032017-1027-053,-8425.232454,348,-6989.4561,303,64.518,62.2914426,no cnx,,5,"[array([300, 308, 316, 324, 332, 340, 348, 356, 364, 372, 380, 388, 396,
       404, 412, 420, 428, 436, 444, 452])]",46.23
