,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_1,electrode_1_cnx,notes,rad_um,sweeps,z_electrode_1
0,ZSeries-09132017-0934-028,-5742.39098396,113,-6214.41536393,51,1.74,109.482101858,no cnx,,5.0,"[array([130, 142, 154, 166, 178, 190, 202, 214, 226, 238])]",31.29
1,ZSeries-09132017-0934-028,-5760.50480792,64,-6141.02189985,250,0.11,137.765214386,no cnx,,5.0,"[array([352, 362, 372, 382, 392, 402, 412, 422, 432, 442])]",29.66
2,ZSeries-09132017-0934-028,-5677.12497978,290,-6122.28485982,300,0.11,90.1072396658,no cnx,,5.0,"[array([355, 365, 375, 385, 395, 405, 415, 425, 435, 445])]",29.66
3,ZSeries-09132017-0934-028,-5783.61382396,2,-6164.13091589,187,0.11,151.762622863,no cnx,,5.0,"[array([353, 363, 373, 383, 393, 403, 413, 423, 433, 443])]",29.66
4,ZSeries-09132017-0934-028,-5718.34511592,178,-6100.74398773,359,-3.44,128.533013998,no cnx,,5.0,"[array([ 26,  36,  46,  56,  66,  76,  86,  96, 106, 116])]",26.11
5,ZSeries-09132017-0934-028,-5730.52419194,146,-6098.24571572,365,-3.44,138.208276556,no cnx,,5.0,"[array([ 30,  40,  50,  60,  70,  80,  90, 100, 110, 120])]",26.11
6,ZSeries-09132017-0934-028,-5718.97103585,177,-6212.22265197,57,-0.56,86.4560282484,no cnx,,5.0,"[array([247, 257, 267, 277, 287, 297, 307, 317, 327, 337])]",28.99
7,ZSeries-09132017-0934-028,-5699.92035988,228,-6144.46374781,240,1.74,87.2485665541,no cnx,,5.0,"[array([137, 149, 161, 173, 185, 197, 209, 221, 233, 245])]",31.29
8,ZSeries-09132017-0934-028,-5711.78715191,196,-6126.35127577,289,-3.44,105.750913764,no cnx,,5.0,"[array([ 32,  42,  52,  62,  72,  82,  92, 102, 112, 122])]",26.11
9,ZSeries-09132017-0934-028,-5722.09252392,168,-6168.19733185,176,1.74,93.9626341725,no cnx,,5.0,"[array([127, 139, 151, 163, 175, 187, 199, 211, 223, 235])]",31.29
10,ZSeries-09132017-0934-028,-5690.2409078,255,-6152.57640787,218,-0.56,74.6759697152,no cnx,,5.0,"[array([248, 258, 268, 278, 288, 298, 308, 318, 328, 338])]",28.99
