,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,ZSeries-09252017-1022-044,-6438.918229,200,-7318.483153,378,-180.348,117.6043649,no cnx,,5,"[array([267, 270, 273, 276, 279, 282, 285, 288, 291, 294, 297, 300, 303,
       306, 309, 312, 315, 318, 321, 324])]",-59.33
1,ZSeries-09252017-1022-044,-6437.75811,204,-7324.405998,362,-129.788,97.17227735,no cnx,,5,"[array([ 28,  33,  38,  43,  48,  53,  58,  63,  68,  73,  78,  83,  88,
        93,  98, 103, 108, 113, 118, 123])]",-8.77
2,ZSeries-09252017-1022-044,-6465.038672,130,-7396.254702,168,-166.778,111.6875893,no cnx,,5,"[array([129, 136, 143, 150, 157, 164, 171, 178, 185, 192, 199, 206, 213,
       220, 227, 234, 241, 248, 255, 262])]",-45.76
3,ZSeries-09252017-1022-044,-6357.269524,421,-7423.659915,93,-166.778,59.22501799,no cnx,,5,"[array([131, 138, 145, 152, 159, 166, 173, 180, 187, 194, 201, 208, 215,
       222, 229, 236, 243, 250, 257, 264])]",-45.76
4,ZSeries-09252017-1022-044,-6382.577343,353,-7386.252897,195,-129.788,20.8958996,tbd,,5,"[[30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85, 90, 95, 100, 105, 110, 115, 120, 125]]",-8.77
5,ZSeries-09252017-1022-044,-6465.953101,127,-7343.666321,310,-180.348,125.8439396,no cnx,,5,"[array([268, 271, 274, 277, 280, 283, 286, 289, 292, 295, 298, 301, 304,
       307, 310, 313, 316, 319, 322, 325])]",-59.33
6,ZSeries-09252017-1022-044,-6441.329047,194,-7357.174344,273,-186.698,105.9216546,no cnx,,5,"[array([388, 394, 400, 406, 412, 418, 424, 430, 436, 442])]",-65.68
7,ZSeries-09252017-1022-044,-6448.002999,176,-7332.926441,339,-166.778,109.9836817,no cnx,,5,"[array([128, 135, 142, 149, 156, 163, 170, 177, 184, 191, 198, 205, 212,
       219, 226, 233, 240, 247, 254, 261])]",-45.76
8,ZSeries-09252017-1022-044,-6509.101397,11,-7224.222029,633,-186.698,227.7000443,no cnx,,5,"[array([389, 395, 401, 407, 413, 419, 425, 431, 437, 443])]",-65.68
9,ZSeries-09252017-1022-044,-6479.844481,90,-7365.32184,251,-186.698,135.1893557,no cnx,,5,"[array([386, 392, 398, 404, 410, 416, 422, 428, 434, 440])]",-65.68
