,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,ZSeries-09012017-1015-022,['TSeries_107_1'],-4177.21263932,58,-820.215926353,361,156.241,89.5944657241,no cnx,,5.0,"[array([107, 111, 115, 119, 123, 127, 131, 135, 139, 143])]",27.9
1,ZSeries-09012017-1015-022,['TSeries_67_1'],-4119.99930545,212,-822.545881126,355,140.531,33.4279894721,tbd,,5.0,"[[67, 71, 75, 79, 83, 87, 91, 95, 99, 103]]",12.19
2,ZSeries-09012017-1015-022,['TSeries_27_4'],-4102.65408658,259,-842.826635446,300,139.391,13.9475068482,tbd,,5.0,"[[30, 34, 38, 42, 46, 50, 54, 58, 62, 66]]",11.05
3,ZSeries-09012017-1015-022,['TSeries_27_2'],-4157.79634954,110,-900.557737041,144,139.391,88.0250192027,tbd,,5.0,"[[28, 32, 36, 40, 44, 48, 52, 56, 60, 64]]",11.05
4,ZSeries-09012017-1015-022,['TSeries_27_3'],-4138.38005977,163,-859.136318856,256,139.391,48.9792379652,no cnx,,5.0,"[array([29, 33, 37, 41, 45, 49, 53, 57, 61, 65])]",11.05
5,ZSeries-09012017-1015-022,['TSeries_67_2'],-4157.79634954,110,-898.657737041,149,140.531,86.8900725433,tbd,,5.0,"[[68, 72, 76, 80, 84, 88, 92, 96, 100, 104]]",12.19
6,ZSeries-09012017-1015-022,['TSeries_67_3'],-4138.38005977,163,-857.236318856,261,140.531,48.5576754149,no cnx,,5.0,"[array([ 69,  73,  77,  81,  85,  89,  93,  97, 101, 105])]",12.19
7,ZSeries-09012017-1015-022,['TSeries_67_4'],-4102.65408658,259,-840.926635446,305,140.531,14.6762336547,tbd,,5.0,"[[70, 74, 78, 82, 86, 90, 94, 98, 102, 106]]",12.19
8,ZSeries-09012017-1015-022,['TSeries_107_4'],-4040.26307544,428,-816.850436125,370,156.241,65.377317871,no cnx,,5.0,"[array([110, 114, 118, 122, 126, 130, 134, 138, 142, 146])]",27.9
9,ZSeries-09012017-1015-022,['TSeries_107_3'],-4044.1463334,418,-871.216047493,223,156.241,65.2975608562,no cnx,,5.0,"[array([109, 113, 117, 121, 125, 129, 133, 137, 141, 145])]",27.9
10,ZSeries-09012017-1015-022,['TSeries_107_2'],-4098.51194476,271,-831.34793249,331,156.241,29.6031229471,tbd,,5.0,"[[108, 112, 116, 120, 124, 128, 132, 136, 140, 144]]",27.9
11,ZSeries-09012017-1015-022,['TSeries_27_1'],-4119.99930545,212,-824.445881126,349,139.391,32.0425455719,tbd,,5.0,"[[27, 31, 35, 39, 43, 47, 51, 55, 59, 63]]",11.05
