,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,TSeries-09012017-1015-027,['TSeries_27_4'],-3699.31888226,463,-1160.31058795,81,68.561,83.5197218173,no cnx,,5.0,"[array([30, 34, 38, 42, 46, 50, 54, 58, 62, 66])]",0.0
1,TSeries-09012017-1015-027,['TSeries_27_2'],-3718.9940559,410,-1172.21924568,49,68.561,80.4174766534,no cnx,,5.0,"[array([28, 32, 36, 40, 44, 48, 52, 56, 60, 64])]",0.0
2,TSeries-09012017-1015-027,['TSeries_201_2'],-3961.3750525,245,-1165.86229204,66,68.781,210.657426568,no cnx,,5.0,"[array([202, 204, 206, 208, 210, 212, 214, 216, 218, 220])]",-0.22
3,TSeries-09012017-1015-027,['TSeries_161_2'],-3868.17686158,6,-1093.63369408,262,47.911,110.294614155,no cnx,,5.0,"[array([162, 166, 170, 174, 178, 182, 186, 190, 194, 198])]",20.65
4,TSeries-09012017-1015-027,['TSeries_67_2'],-3848.11058795,61,-1095.37447909,257,77.641,88.6688015373,no cnx,,5.0,"[array([68, 70, 72, 74, 76, 78, 80, 82, 84, 86])]",-9.08
5,TSeries-09012017-1015-027,['TSeries_127_3'],-3705.68449363,446,-1128.02971249,169,65.601,60.0294877962,inhibitory,,5.0,"[[129, 132, 135, 138, 141, 144, 147, 150, 153, 156]]",2.96
6,TSeries-09012017-1015-027,['TSeries_87_1'],-3882.02527863,30,-1129.12618317,166,127.551,137.768812516,no cnx,,5.0,"[array([ 87,  89,  91,  93,  95,  97,  99, 101, 103, 105])]",-58.99
7,TSeries-09012017-1015-027,['TSeries_27_3'],-3701.1310693,458,-1138.5643434,140,68.561,68.8965002887,inhibitory,,5.0,"[[29, 33, 37, 41, 45, 49, 53, 57, 61, 65]]",0.0
8,TSeries-09012017-1015-027,['TSeries_67_1'],-3789.08506704,220,-1039.19668067,409,77.641,70.7761345752,no cnx,,5.0,"[array([67, 69, 71, 73, 75, 77, 79, 81, 83, 85])]",-9.08
9,TSeries-09012017-1015-027,['TSeries_107_2'],-3692.48141658,482,-1141.75055727,132,89.331,80.6925705324,no cnx,,5.0,"[array([108, 110, 112, 114, 116, 118, 120, 122, 124, 126])]",-20.77
10,TSeries-09012017-1015-027,['TSeries_27_1'],-3749.28346794,328,-1104.90944113,231,68.561,11.1050520941,no cnx,,5.0,"[array([27, 31, 35, 39, 43, 47, 51, 55, 59, 63])]",0.0
11,TSeries-09012017-1015-027,['TSeries_161_1'],-3912.44600227,112,-1062.82651431,345,47.911,158.801727609,no cnx,,5.0,"[array([161, 165, 169, 173, 177, 181, 185, 189, 193, 197])]",20.65
12,TSeries-09012017-1015-027,['TSeries_161_3'],-3918.65921499,129,-1167.93336295,61,47.911,172.3642498,no cnx,,5.0,"[array([163, 167, 171, 175, 179, 183, 187, 191, 195, 199])]",20.65
13,TSeries-09012017-1015-027,['TSeries_201_1'],-3864.29360363,17,-1202.10603295,31,68.781,143.553567006,no cnx,,5.0,"[array([201, 203, 205, 207, 209, 211, 213, 215, 217, 219])]",-0.22
14,TSeries-09012017-1015-027,['TSeries_127_1'],-3699.73016476,462,-1147.1871184,117,65.601,74.8828419564,no cnx,,5.0,"[array([127, 130, 133, 136, 139, 142, 145, 148, 151, 154])]",2.96
15,TSeries-09012017-1015-027,['TSeries_107_1'],-3667.11079794,550,-1058.64883703,356,89.331,105.316412769,no cnx,,5.0,"[array([107, 109, 111, 113, 115, 117, 119, 121, 123, 125])]",-20.77
16,TSeries-09012017-1015-027,['TSeries_127_2'],-3675.91284931,526,-1094.63369408,259,65.601,84.8273306232,no cnx,,5.0,"[array([128, 131, 134, 137, 140, 143, 146, 149, 152, 155])]",2.96
17,TSeries-09012017-1015-027,['TSeries_87_2'],-3876.32983363,15,-1180.38518818,27,127.551,151.36583993,no cnx,,5.0,"[array([ 88,  90,  92,  94,  96,  98, 100, 102, 104, 106])]",-58.99
18,TSeries-09012017-1015-027,['TSeries_161_4'],-3965.51719432,256,-1108.39007431,222,47.911,206.363511987,no cnx,,5.0,"[array([164, 168, 172, 176, 180, 184, 188, 192, 196, 200])]",20.65
