MP_ID,rad_um,sweeps,X_mm,Y_mm,Z_mm,mW,electrode_1,z_electrode_1,electrode_1_cnx,notes,Y_pix,Image,X_pix
TSeries-09292017-1203-196_Cycle00002_MarkPoints.xml,5.0,"[198, 207, 216, 225, 234, 243, 252, 261, 270, 279]",-8962.25755974,75.7294429488,255.642,12.4442479567,66.455664823,0.0,tbd,,,,
TSeries-09292017-1203-196_Cycle00002_MarkPoints.xml,5.0,"[199, 208, 217, 226, 235, 244, 253, 262, 271, 280]",-8990.21932921,74.7815863566,255.642,12.4442479567,93.9077886667,0.0,no cnx,,,,
TSeries-09292017-1203-196_Cycle00002_MarkPoints.xml,5.0,"[200, 209, 218, 227, 236, 245, 254, 263, 272, 281]",-9060.12375289,107.482638788,255.642,12.4442479567,169.071055121,0.0,no cnx,,,,
TSeries-09292017-1203-196_Cycle00002_MarkPoints.xml,5.0,"[201, 210, 219, 228, 237, 246, 255, 264, 273, 282]",-9044.24715497,145.870830774,255.642,12.4442479567,169.0340196,0.0,excitatory,,,,
TSeries-09292017-1203-196_Cycle00002_MarkPoints.xml,5.0,"[202, 211, 220, 229, 238, 247, 256, 265, 274, 283]",-8971.97308981,150.610113735,255.642,12.4442479567,115.481311548,0.0,no cnx,,,,
TSeries-09292017-1203-196_Cycle00002_MarkPoints.xml,5.0,"[203, 212, 221, 230, 239, 248, 257, 266, 275, 284]",-8888.32474555,188.524377424,255.642,12.4442479567,126.133057819,0.0,no cnx,,,,
TSeries-09292017-1203-196_Cycle00002_MarkPoints.xml,5.0,"[204, 213, 222, 231, 240, 249, 258, 267, 276, 285]",-9060.12375289,160.799572101,255.642,12.4442479567,190.272029717,0.0,no cnx,,,,
,,,,,,,,,,,,,
TSeries-09292017-1203-286_Cycle00002_MarkPoints.xml,5.0,"[287, 293, 299, 305, 311, 317, 323, 329, 335, 341]",-8969.38580004,86.0272080729,246.392,12.4442479567,70.5826578011,0.0,tbd,,,,
TSeries-09292017-1203-286_Cycle00002_MarkPoints.xml,5.0,"[288, 294, 300, 306, 312, 318, 324, 330, 336, 342]",-8997.32549425,85.1973161657,246.392,12.4442479567,98.0318588439,0.0,no cnx,,,,
TSeries-09292017-1203-286_Cycle00002_MarkPoints.xml,5.0,"[289, 295, 301, 307, 313, 319, 325, 331, 337, 343]",-9012.81680985,82.1543791728,246.392,12.4442479567,113.104721844,0.0,no cnx,,,,
TSeries-09292017-1203-286_Cycle00002_MarkPoints.xml,5.0,"[290, 296, 302, 308, 314, 320, 326, 332, 338, 344]",-8977.68471911,192.530002826,246.392,12.4442479567,143.004512019,0.0,no cnx,,,,
TSeries-09292017-1203-286_Cycle00002_MarkPoints.xml,5.0,"[291, 297, 303, 309, 315, 321, 327, 333, 339, 345]",-8892.75911394,194.743047912,246.392,12.4442479567,122.586682395,0.0,no cnx,,,,
,,,,,,,,,,,,,
TSeries-09292017-1203-346_Cycle00002_MarkPoints.xml,5.0,"[347, 357, 367, 377, 387, 397, 407, 417, 427, 437]",-8907.97379891,43.4260901716,218.032,12.4442479567,38.6462007802,0.0,tbd,,,,
TSeries-09292017-1203-346_Cycle00002_MarkPoints.xml,5.0,"[348, 358, 368, 378, 388, 398, 408, 418, 428, 438]",-8926.78468214,89.900036973,218.032,12.4442479567,24.0605051425,0.0,tbd,,,,
TSeries-09292017-1203-346_Cycle00002_MarkPoints.xml,5.0,"[349, 359, 369, 379, 389, 399, 409, 419, 429, 439]",-8968.83253877,66.939694208,218.032,12.4442479567,66.4328342099,0.0,no cnx,,,,
TSeries-09292017-1203-346_Cycle00002_MarkPoints.xml,5.0,"[350, 360, 370, 380, 390, 400, 410, 420, 430, 440]",-8990.13309772,92.942973966,218.032,12.4442479567,86.7407990053,0.0,tbd,,,,
TSeries-09292017-1203-346_Cycle00002_MarkPoints.xml,5.0,"[351, 361, 371, 381, 391, 401, 411, 421, 431, 441]",-8951.68143935,150.758776832,218.032,12.4442479567,83.7167672692,0.0,tbd,,,,
TSeries-09292017-1203-346_Cycle00002_MarkPoints.xml,5.0,"[352, 362, 372, 382, 392, 402, 412, 422, 432, 442]",-9053.20488266,226.002309749,218.032,12.4442479567,207.373734869,0.0,no cnx,,,,
TSeries-09292017-1203-346_Cycle00002_MarkPoints.xml,5.0,"[353, 363, 373, 383, 393, 403, 413, 423, 433, 443]",-8890.26943822,212.170777963,218.032,12.4442479567,131.02513037,0.0,no cnx,,,,
TSeries-09292017-1203-346_Cycle00002_MarkPoints.xml,5.0,"[354, 364, 374, 384, 394, 404, 414, 424, 434, 444]",-8986.26026882,170.676182604,218.032,12.4442479567,120.976494716,0.0,no cnx,,,,
TSeries-09292017-1203-346_Cycle00002_MarkPoints.xml,5.0,"[355, 365, 375, 385, 395, 405, 415, 425, 435, 445]",-8953.89448444,196.679462362,218.032,12.4442479567,125.13523715,0.0,no cnx,,,,
,,,,,,,,,,,,,
TSeries-09292017-1203-446_Cycle00002_MarkPoints.xml,5.0,"[447, 458, 469, 480, 491, 502, 513, 524, 535, 546]",-8913.78304226,72.681065268,210.542,12.4442479567,48.4680241565,0.0,no cnx,,,,
TSeries-09292017-1203-446_Cycle00002_MarkPoints.xml,5.0,"[448, 459, 470, 481, 492, 503, 514, 525, 536, 547]",-8926.78468214,50.5506144102,210.542,12.4442479567,73.715187259,0.0,no cnx,,,,
TSeries-09292017-1203-446_Cycle00002_MarkPoints.xml,5.0,"[449, 460, 471, 482, 493, 504, 515, 526, 537, 548]",-8929.82761913,123.857732877,210.542,12.4442479567,31.107111912,0.0,tbd,,,,
TSeries-09292017-1203-446_Cycle00002_MarkPoints.xml,5.0,"[450, 461, 472, 483, 494, 505, 516, 527, 538, 549]",-8990.68635899,126.624039234,210.542,12.4442479567,91.8917673338,0.0,tbd,,,,
TSeries-09292017-1203-446_Cycle00002_MarkPoints.xml,5.0,"[451, 462, 473, 484, 495, 506, 517, 528, 539, 550]",-8971.04558385,101.727282019,210.542,12.4442479567,73.9406315491,0.0,no cnx,,,,
TSeries-09292017-1203-446_Cycle00002_MarkPoints.xml,5.0,"[452, 463, 474, 485, 496, 507, 518, 529, 540, 551]",-9016.96626938,120.538165248,210.542,12.4442479567,117.856338857,0.0,no cnx,,,,
TSeries-09292017-1203-446_Cycle00002_MarkPoints.xml,5.0,"[453, 464, 475, 486, 497, 508, 519, 530, 541, 552]",-8923.46511451,111.962615541,210.542,12.4442479567,25.3067898526,0.0,no cnx,,,,
TSeries-09292017-1203-446_Cycle00002_MarkPoints.xml,5.0,"[454, 465, 476, 487, 498, 509, 520, 531, 542, 553]",-9041.58639596,129.943606863,210.542,12.4442479567,142.893848757,0.0,no cnx,,,,
TSeries-09292017-1203-446_Cycle00002_MarkPoints.xml,5.0,"[455, 466, 477, 488, 499, 510, 521, 532, 543, 554]",-8989.57983645,115.282183169,210.542,12.4442479567,90.5296737221,0.0,no cnx,,,,
TSeries-09292017-1203-446_Cycle00002_MarkPoints.xml,5.0,"[456, 467, 478, 489, 500, 511, 522, 533, 544, 555]",-8896.35531221,57.1897496675,210.542,12.4442479567,61.7506254223,0.0,no cnx,,,,
,,,,,,,,,,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[557, 575, 593, 611, 629, 647, 665, 683, 701, 719]",-8882.80041106,129.541966984,197.242,12.4442479567,33.4540122941,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[558, 576, 594, 612, 630, 648, 666, 684, 702, 720]",-8899.3982492,70.8962722104,197.242,12.4442479567,82.9785858649,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[559, 577, 595, 613, 631, 649, 667, 685, 703, 721]",-8878.09769025,73.9392092034,197.242,12.4442479567,84.4267454984,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[560, 578, 596, 614, 632, 650, 668, 686, 704, 722]",-8879.20421279,32.4446138449,197.242,12.4442479567,124.099907064,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[561, 579, 597, 615, 633, 651, 669, 687, 705, 723]",-8938.95643011,42.6799473667,197.242,12.4442479567,115.71033263,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[562, 580, 598, 616, 634, 652, 670, 688, 706, 724]",-8934.2537093,68.4065964889,197.242,12.4442479567,89.7528939559,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[563, 581, 599, 617, 635, 653, 671, 689, 707, 725]",-8895.24878967,20.8261271446,197.242,12.4442479567,133.220270844,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[564, 582, 600, 618, 636, 654, 672, 690, 708, 726]",-9037.43693643,110.731083755,197.242,12.4442479567,138.218463228,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[565, 583, 601, 619, 637, 655, 673, 691, 709, 727]",-8995.3890798,87.2174797181,197.242,12.4442479567,111.317281481,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[566, 584, 602, 620, 638, 656, 674, 692, 710, 728]",-8972.42873703,99.9424889613,197.242,12.4442479567,85.3691285125,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[567, 585, 603, 621, 639, 657, 675, 693, 711, 729]",-8938.40316884,104.091948497,197.242,12.4442479567,59.156282669,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[568, 586, 604, 622, 640, 658, 676, 694, 712, 730]",-8959.15046652,146.139805127,197.242,12.4442479567,53.6356770496,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[569, 587, 605, 623, 641, 659, 677, 695, 713, 731]",-8943.65915092,141.990345591,197.242,12.4442479567,39.374948186,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[570, 588, 606, 624, 642, 660, 678, 696, 714, 732]",-9046.56574741,149.736003391,197.242,12.4442479567,140.581718571,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[571, 589, 607, 625, 643, 661, 679, 697, 715, 733]",-9023.32877401,139.777300505,197.242,12.4442479567,118.104112262,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[572, 590, 608, 626, 644, 662, 680, 698, 716, 734]",-8994.28255725,131.201750798,197.242,12.4442479567,91.0455260998,0.0,no cnx,,,,
TSeries-09292017-1203-556_Cycle00002_MarkPoints.xml,5.0,"[573, 591, 609, 627, 645, 663, 681, 699, 717, 735]",-8926.78468214,125.945768719,197.242,12.4442479567,34.5788294654,0.0,no cnx,,,,
