,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,ZSeries-10032017-1027-052,['TSeries_194_7'],-5582.20821163,175,-7269.62744539,303,194.488,108.74783119,no cnx,,5.0,"[array([200, 207, 214, 221, 228, 235, 242, 249, 256, 263, 270, 277, 284,
       291, 298, 305, 312, 319, 326, 333])]",-38.05
1,ZSeries-10032017-1027-052,['TSeries_54_5'],-5603.73466792,117,-7306.50720675,203,155.418,101.064836649,no cnx,,5.0,"[array([ 58,  65,  72,  79,  86,  93, 100, 107, 114, 121, 128, 135, 142,
       149, 156, 163, 170, 177, 184, 191])]",1.02
2,ZSeries-10032017-1027-052,['TSeries_54_3'],-5539.66572457,290,-7312.43265815,187,155.418,41.6006231851,no cnx,,5.0,"[array([ 56,  63,  70,  77,  84,  91,  98, 105, 112, 119, 126, 133, 140,
       147, 154, 161, 168, 175, 182, 189])]",1.02
3,ZSeries-10032017-1027-052,['TSeries_54_7'],-5452.26531631,527,-7336.87514521,121,155.418,56.1100181407,no cnx,,5.0,"[array([ 60,  67,  74,  81,  88,  95, 102, 109, 116, 123, 130, 137, 144,
       151, 158, 165, 172, 179, 186, 193])]",1.02
4,ZSeries-10032017-1027-052,['TSeries_194_5'],-5500.36291406,397,-7257.03586115,337,194.488,91.3760995857,excitatory,,5.0,"[[198, 205, 212, 219, 226, 233, 240, 247, 254, 261, 268, 275, 282, 289, 296, 303, 310, 317, 324, 331]]",-38.05
5,ZSeries-10032017-1027-052,['TSeries_334_5'],-5560.31061388,235,-7246.18596322,366,211.378,120.313577826,no cnx,,5.0,"[array([338, 344, 350, 356, 362, 368, 374, 380, 386, 392, 398, 404, 410,
       416, 422, 428, 434, 440, 446, 452])]",-54.94
6,ZSeries-10032017-1027-052,['TSeries_334_1'],-5479.20599773,454,-7238.40880824,387,211.378,118.874565102,no cnx,,5.0,"[array([334, 340, 346, 352, 358, 364, 370, 376, 382, 388, 394, 400, 406,
       412, 418, 424, 430, 436, 442, 448])]",-54.94
7,ZSeries-10032017-1027-052,['TSeries_194_6'],-5511.10279473,368,-7307.77253883,200,194.488,49.7714722445,no cnx,,5.0,"[array([199, 206, 213, 220, 227, 234, 241, 248, 255, 262, 269, 276, 283,
       290, 297, 304, 311, 318, 325, 332])]",-38.05
8,ZSeries-10032017-1027-052,['TSeries_54_2'],-5476.70780336,461,-7240.21621912,383,155.418,104.414400316,excitatory,,5.0,"[[55, 62, 69, 76, 83, 90, 97, 104, 111, 118, 125, 132, 139, 146, 153, 160, 167, 174, 181, 188]]",1.02
9,ZSeries-10032017-1027-052,['TSeries_54_1'],-5551.51662739,258,-7350.57775159,84,155.418,44.5746902036,no cnx,,5.0,"[array([ 54,  61,  68,  75,  82,  89,  96, 103, 110, 117, 124, 131, 138,
       145, 152, 159, 166, 173, 180, 187])]",1.02
10,ZSeries-10032017-1027-052,['TSeries_54_4'],-5507.44608254,378,-7234.29076771,399,155.418,105.451069464,no cnx,,5.0,"[array([ 57,  64,  71,  78,  85,  92,  99, 106, 113, 120, 127, 134, 141,
       148, 155, 162, 169, 176, 183, 190])]",1.02
