,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
13,ZSeries-09282017-0905-050,-6444.575946,229,-7322.784158,335,2540.082,59.82698,no cnx,,5,"[array([270, 277, 284, 291, 298, 305, 312, 319, 326, 333, 340, 347, 354,
       361, 368, 375, 382, 389, 396, 403])]",18.78
14,ZSeries-09282017-0905-050,-6505.311823,64,-7323.524839,333,2540.082,96.69145034,no cnx,,5,"[array([268, 275, 282, 289, 296, 303, 310, 317, 324, 331, 338, 345, 352,
       359, 366, 373, 380, 387, 394, 401])]",18.78
15,ZSeries-09282017-0905-050,-6448.649694,218,-7357.966525,240,2540.082,34.38941422,no cnx,,5,"[array([271, 278, 285, 292, 299, 306, 313, 320, 327, 334, 341, 348, 355,
       362, 369, 376, 383, 390, 397, 404])]",18.78
16,ZSeries-09282017-0905-050,-6449.760716,215,-7302.045078,391,2520.492,78.14259866,no cnx,,5,"[array([ 27,  39,  51,  63,  75,  87,  99, 111, 123, 135])]",-0.81
17,ZSeries-09282017-0905-050,-6444.205605,230,-7315.377343,355,2520.492,63.78248222,no cnx,,5,"[array([ 32,  44,  56,  68,  80,  92, 104, 116, 128, 140])]",-0.81
18,ZSeries-09282017-0905-050,-6420.5038,294,-7413.147292,91,2520.492,36.96395206,no cnx,,5,"[array([ 30,  42,  54,  66,  78,  90, 102, 114, 126, 138])]",-0.81
19,ZSeries-09282017-0905-050,-6535.153101,15,-7320.114822,343,2502.282,123.7323213,no cnx,,5,"[array([537, 543, 549, 555, 561, 567, 573, 579, 585, 591])]",-19.02
20,ZSeries-09282017-0905-050,-6522.191176,19,-7279.377343,453,2502.282,137.6257122,no cnx,,5,"[array([542, 548, 554, 560, 566, 572, 578, 584, 590, 596])]",-19.02
21,ZSeries-09282017-0905-050,-6515.154702,38,-7403.071141,118,2521.022,92.20743017,no cnx,,5,"[array([491, 496, 501, 506, 511, 516, 521, 526, 531, 536])]",-0.28
22,ZSeries-09282017-0905-050,-6488.490171,110,-7406.404208,109,2502.282,71.05758954,no cnx,,5,"[array([538, 544, 550, 556, 562, 568, 574, 580, 586, 592])]",-19.02
23,ZSeries-09282017-0905-050,-6527.005605,6,-7366.777752,216,2521.022,100.7090166,no cnx,,5,"[array([489, 494, 499, 504, 509, 514, 519, 524, 529, 534])]",-0.28
24,ZSeries-09282017-0905-050,-6423.680546,285,-7341.224242,285,2521.022,35.64354844,no cnx,,5,"[array([490, 495, 500, 505, 510, 515, 520, 525, 530, 535])]",-0.28
25,ZSeries-09282017-0905-050,-6433.836065,258,-7334.26472,304,2520.492,43.05427461,no cnx,,5,"[array([ 36,  48,  60,  72,  84,  96, 108, 120, 132, 144])]",-0.81
26,ZSeries-09282017-0905-050,-6427.169932,276,-7420.554106,71,2573.502,68.15766149,no cnx,,5,"[array([408, 412, 416, 420, 424, 428, 432, 436, 440, 444, 448, 452, 456,
       460, 464, 468, 472, 476, 480, 484])]",52.2
27,ZSeries-09282017-0905-050,-6422.725844,288,-7356.485162,244,2520.492,20.66541227,no cnx,,5,"[array([ 38,  50,  62,  74,  86,  98, 110, 122, 134, 146])]",-0.81
28,ZSeries-09282017-0905-050,-6386.802795,385,-7390.556508,152,2540.082,46.290566,no cnx,,5,"[array([272, 279, 286, 293, 300, 307, 314, 321, 328, 335, 342, 349, 356,
       363, 370, 377, 384, 391, 398, 405])]",18.78
29,ZSeries-09282017-0905-050,-6554.410818,67,-7320.485162,342,2502.282,140.7565311,no cnx,,5,"[array([539, 545, 551, 557, 563, 569, 575, 581, 587, 593])]",-19.02
30,ZSeries-09282017-0905-050,-6447.538672,221,-7332.042675,310,2520.492,49.2766778,no cnx,,5,"[array([ 29,  41,  53,  65,  77,  89, 101, 113, 125, 137])]",-0.81
31,ZSeries-09282017-0905-050,-6463.092982,179,-7336.857105,297,2573.502,75.05102693,no cnx,,5,"[array([407, 411, 415, 419, 423, 427, 431, 435, 439, 443, 447, 451, 455,
       459, 463, 467, 471, 475, 479, 483])]",52.2
32,ZSeries-09282017-0905-050,-6445.160308,227,-7397.516031,133,2521.022,27.7411614,no cnx,,5,"[array([487, 492, 497, 502, 507, 512, 517, 522, 527, 532])]",-0.28
33,ZSeries-09282017-0905-050,-6475.314225,146,-7355.0038,248,2540.082,56.38572283,no cnx,,5,"[array([273, 280, 287, 294, 301, 308, 315, 322, 329, 336, 343, 350, 357,
       364, 371, 378, 385, 392, 399, 406])]",18.78
