,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,ZSeries-09282017-0905-050,-6414.208008,311,-7342.412215,282,2520.492,36.56129087,no cnx,,5,"[array([ 33,  45,  57,  69,  81,  93, 105, 117, 129, 141])]",-0.81
1,ZSeries-09282017-0905-050,-6463.463322,178,-7327.598587,322,2573.502,80.5217079,no cnx,,5,"[array([409, 413, 417, 421, 425, 429, 433, 437, 441, 445, 449, 453, 457,
       461, 465, 469, 473, 477, 481, 485])]",52.2
2,ZSeries-09282017-0905-050,-6444.946287,228,-7269.825436,479,2520.492,108.4392105,no cnx,,5,"[array([ 31,  43,  55,  67,  79,  91, 103, 115, 127, 139])]",-0.81
3,ZSeries-09282017-0905-050,-6423.836866,285,-7383.890375,170,2520.492,7.786961128,no cnx,,5,"[array([ 34,  46,  58,  70,  82,  94, 106, 118, 130, 142])]",-0.81
4,ZSeries-09282017-0905-050,-6389.76552,377,-7371.669132,203,2540.082,41.82250644,no cnx,,5,"[array([269, 276, 283, 290, 297, 304, 311, 318, 325, 332, 339, 346, 353,
       360, 367, 374, 381, 388, 395, 402])]",18.78
5,ZSeries-09282017-0905-050,-6400.505401,348,-7296.489967,406,2520.492,84.44008334,no cnx,,5,"[array([ 35,  47,  59,  71,  83,  95, 107, 119, 131, 143])]",-0.81
6,ZSeries-09282017-0905-050,-6418.652096,299,-7352.041074,256,2573.502,58.31507612,no cnx,,5,"[array([410, 414, 418, 422, 426, 430, 434, 438, 442, 446, 450, 454, 458,
       462, 466, 470, 474, 478, 482, 486])]",52.2
7,ZSeries-09282017-0905-050,-6468.648092,164,-7390.556508,152,2520.492,44.08973857,no cnx,,5,"[array([ 28,  40,  52,  64,  76,  88, 100, 112, 124, 136])]",-0.81
8,ZSeries-09282017-0905-050,-6427.910614,274,-7406.851499,108,2540.082,35.51339067,no cnx,,5,"[array([267, 274, 281, 288, 295, 302, 309, 316, 323, 330, 337, 344, 351,
       358, 365, 372, 379, 386, 393, 400])]",18.78
9,ZSeries-09282017-0905-050,-6417.755095,301,-7325.299592,328,2521.022,52.21950741,no cnx,,5,"[array([488, 493, 498, 503, 508, 513, 518, 523, 528, 533])]",-0.28
10,ZSeries-09282017-0905-050,-6525.153902,11,-7309.745282,371,2502.282,120.5166947,no cnx,,5,"[array([541, 547, 553, 559, 565, 571, 577, 583, 589, 595])]",-19.02
11,ZSeries-09282017-0905-050,-6432.568723,261,-7364.555707,222,2502.282,23.31065541,no cnx,,5,"[array([540, 546, 552, 558, 564, 570, 576, 582, 588, 594])]",-19.02
12,ZSeries-09282017-0905-050,-6486.054106,117,-7338.338468,293,2520.492,70.61769921,no cnx,,5,"[array([ 37,  49,  61,  73,  85,  97, 109, 121, 133, 145])]",-0.81
