MP_ID,rad_um,sweeps,X_mm,Y_mm,Z_mm,mW,electrode_1,z_electrode_1,electrode_1_cnx,notes,Y_pix,Image,X_pix
,,,,,,,,,,,,,
TSeries-11272017-1401-026_Cycle00002_MarkPoints.xml,5.1,"[27, 67, 107, 147, 187, 227, 267, 307, 347, 387]",-8172.649677,375.9955244,13.052,20.09021856,116.2391841,0,no cnx,,,,
TSeries-11272017-1401-026_Cycle00002_MarkPoints.xml,5.1,"[28, 68, 108, 148, 188, 228, 268, 308, 348, 388]",-8309.582944,504.370462,13.052,20.09021856,158.4209053,0,no cnx,,,,
TSeries-11272017-1401-026_Cycle00002_MarkPoints.xml,5.1,"[29, 69, 109, 149, 189, 229, 269, 309, 349, 389]",-8495.852462,395.6293384,13.052,20.09021856,215.800555,0,no cnx,,,,
TSeries-11272017-1401-026_Cycle00002_MarkPoints.xml,5.1,"[30, 70, 110, 150, 190, 230, 270, 310, 350, 390]",-8480.246097,465.1028341,13.052,20.09021856,227.413833,0,no cnx,,,,
TSeries-11272017-1401-026_Cycle00002_MarkPoints.xml,5.1,"[31, 71, 111, 151, 191, 231, 271, 311, 351, 391]",-8486.28727,558.7410239,13.052,20.09021856,291.2783073,0,no cnx,,,,
TSeries-11272017-1401-026_Cycle00002_MarkPoints.xml,5.1,"[32, 72, 112, 152, 192, 232, 272, 312, 352, 392]",-8453.060816,433.8901041,13.052,20.09021856,188.4541155,0,no cnx,,,,
TSeries-11272017-1401-026_Cycle00002_MarkPoints.xml,5.1,"[33, 73, 113, 153, 193, 233, 273, 313, 353, 393]",-8349.857434,423.8214816,13.052,20.09021856,99.65520589,0,no cnx,,,,
TSeries-11272017-1401-026_Cycle00002_MarkPoints.xml,5.1,"[34, 74, 114, 154, 194, 234, 274, 314, 354, 394]",-8264.777574,532.5626052,13.052,20.09021856,185.9086022,0,no cnx,,,,
TSeries-11272017-1401-026_Cycle00002_MarkPoints.xml,5.1,"[35, 75, 115, 155, 195, 235, 275, 315, 355, 395]",-8211.917305,576.8645445,13.052,20.09021856,240.5647634,0,no cnx,,,,
TSeries-11272017-1401-026_Cycle00002_MarkPoints.xml,5.1,"[36, 76, 116, 156, 196, 236, 276, 316, 356, 396]",-8204.86927,556.7272994,13.052,20.09021856,223.9136928,0,no cnx,,,,
