,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
0,ZSeries-10032017-1027-051,-5585.275145,231,-7213.670937,38,271.038,93.9103643,no cnx,,5,"[array([229, 239, 249, 259, 269, 279, 289, 299, 309, 319])]",34.92
1,ZSeries-10032017-1027-051,-5537.260512,361,-7094.239865,361,259.998,92.21989767,tbd,,5,"[[29, 39, 49, 59, 69, 79, 89, 99, 109, 119]]",23.88
2,ZSeries-10032017-1027-051,-5535.01121,367,-7075.313016,412,288.258,118.4365421,no cnx,,5,"[array([626, 636, 646, 656, 666, 676, 686, 696, 706, 716])]",52.14
3,ZSeries-10032017-1027-051,-5552.273135,321,-7122.195384,285,272.718,80.99078662,no cnx,,5,"[array([432, 442, 452, 462, 472, 482, 492, 502, 512, 522])]",36.6
4,ZSeries-10032017-1027-051,-5630.086371,110,-7196.264924,85,271.038,130.3516587,no cnx,,5,"[array([226, 236, 246, 256, 266, 276, 286, 296, 306, 316])]",34.92
5,ZSeries-10032017-1027-051,-5488.616219,493,-7160.341875,182,271.038,42.55351714,tbd,,5,"[[233, 243, 253, 263, 273, 283, 293, 303, 313, 323]]",34.92
6,ZSeries-10032017-1027-051,-5509.355299,437,-7222.188774,15,271.038,56.68339048,tbd,,5,"[[228, 238, 248, 258, 268, 278, 288, 298, 308, 318]]",34.92
7,ZSeries-10032017-1027-051,-5605.575946,177,-7072.35029,420,303.598,159.8966243,no cnx,,5,"[array([826, 833, 840, 847, 854, 861, 868, 875, 882, 889])]",67.48
8,ZSeries-10032017-1027-051,-5663.375349,20,-7157.748092,189,272.718,162.901529,no cnx,,5,"[array([427, 437, 447, 457, 467, 477, 487, 497, 507, 517])]",36.6
9,ZSeries-10032017-1027-051,-5594.491977,206,-7075.162113,413,272.718,140.3059997,no cnx,,5,"[array([433, 443, 453, 463, 473, 483, 493, 503, 513, 523])]",36.6
10,ZSeries-10032017-1027-051,-5592.414021,212,-7031.242471,532,288.258,177.8410177,no cnx,,5,"[array([635, 645, 655, 665, 675, 685, 695, 705, 715, 725])]",52.14
11,ZSeries-10032017-1027-051,-5621.670937,133,-7054.944277,467,288.258,176.5510793,no cnx,,5,"[array([629, 639, 649, 659, 669, 679, 689, 699, 709, 719])]",52.14
12,ZSeries-10032017-1027-051,-5538.94087,357,-7096.271534,356,272.718,95.1087438,no cnx,,5,"[array([428, 438, 448, 458, 468, 478, 488, 498, 508, 518])]",36.6
13,ZSeries-10032017-1027-051,-5587.626849,225,-7263.855911,97,259.998,121.1919053,no cnx,,5,"[array([ 31,  41,  51,  61,  71,  81,  91, 101, 111, 121])]",23.88
14,ZSeries-10032017-1027-051,-5666.338075,12,-7071.829047,422,272.718,195.6421753,no cnx,,5,"[array([435, 445, 455, 465, 475, 485, 495, 505, 515, 525])]",36.6
15,ZSeries-10032017-1027-051,-5514.540069,423,-7149.231653,212,271.038,45.77761004,tbd,,5,"[[231, 241, 251, 261, 271, 281, 291, 301, 311, 321]]",34.92
16,ZSeries-10032017-1027-051,-5527.604396,387,-7100.866525,343,288.258,95.26156328,no cnx,,5,"[array([634, 644, 654, 664, 674, 684, 694, 704, 714, 724])]",52.14
17,ZSeries-10032017-1027-051,-5598.73707,195,-7225.710818,5,259.998,107.2552203,no cnx,,5,"[array([ 32,  42,  52,  62,  72,  82,  92, 102, 112, 122])]",23.88
18,ZSeries-10032017-1027-051,-5541.945282,349,-7092.199183,367,271.038,99.0587547,tbd,,5,"[[232, 242, 252, 262, 272, 282, 292, 302, 312, 322]]",34.92
19,ZSeries-10032017-1027-051,-5538.544277,358,-7060.499388,452,303.598,139.0286177,no cnx,,5,"[array([831, 838, 845, 852, 859, 866, 873, 880, 887, 894])]",67.48
20,ZSeries-10032017-1027-051,-5537.130853,362,-7238.854106,29,271.038,77.07958971,tbd,,5,"[[230, 240, 250, 260, 270, 280, 290, 300, 310, 320]]",34.92
21,ZSeries-10032017-1027-051,-5504.54087,450,-7108.123834,324,271.038,77.75639311,no cnx,,5,"[array([234, 244, 254, 264, 274, 284, 294, 304, 314, 324])]",34.92
22,ZSeries-10032017-1027-051,-5516.891773,416,-7099.424635,347,259.998,82.47992364,tbd,,5,"[[26, 36, 46, 56, 66, 76, 86, 96, 106, 116]]",23.88
23,ZSeries-10032017-1027-051,-5630.586371,109,-7201.638672,71,259.998,129.2194778,no cnx,,5,"[array([ 27,  37,  47,  57,  67,  77,  87,  97, 107, 117])]",23.88
24,ZSeries-10032017-1027-051,-5530.396781,380,-7081.238468,396,303.598,120.1460708,excitatory,,5,"[[827, 834, 841, 848, 855, 862, 869, 876, 883, 890]]",67.48
25,ZSeries-10032017-1027-051,-5553.528246,317,-7167.527854,163,288.258,71.30454709,tbd,,5,"[[627, 637, 647, 657, 667, 677, 687, 697, 707, 717]]",52.14
