,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_0,electrode_0_cnx,notes,rad_um,sweeps,z_electrode_0
26,ZSeries-10032017-1027-051,-5615.032062,151,-7199.786968,76,259.998,113.9051004,no cnx,,5,"[array([ 35,  45,  55,  65,  75,  85,  95, 105, 115, 125])]",23.88
27,ZSeries-10032017-1027-051,-5572.31322,266,-7197.746287,81,271.038,77.67959785,no cnx,,5,"[array([235, 245, 255, 265, 275, 285, 295, 305, 315, 325])]",34.92
28,ZSeries-10032017-1027-051,-5569.823238,273,-7058.647684,457,288.258,144.7606391,excitatory,,5,"[[633, 643, 653, 663, 673, 683, 693, 703, 713, 723]]",52.14
29,ZSeries-10032017-1027-051,-5563.383357,291,-7057.385759,461,272.718,138.1971242,no cnx,,5,"[array([426, 436, 446, 456, 466, 476, 486, 496, 506, 516])]",36.6
30,ZSeries-10032017-1027-051,-5597.825043,197,-7111.085162,316,272.718,119.2345689,no cnx,,5,"[array([431, 441, 451, 461, 471, 481, 491, 501, 511, 521])]",36.6
31,ZSeries-10032017-1027-051,-5654.116832,45,-7175.524447,141,272.718,152.6944814,no cnx,,5,"[array([429, 439, 449, 459, 469, 479, 489, 499, 509, 519])]",36.6
32,ZSeries-10032017-1027-051,-5549.352096,329,-7152.56472,203,271.038,61.09743084,tbd,,5,"[[227, 237, 247, 257, 267, 277, 287, 297, 307, 317]]",34.92
33,ZSeries-10032017-1027-051,-5663.889779,19,-7124.568331,279,288.258,174.6301113,no cnx,,5,"[array([632, 642, 652, 662, 672, 682, 692, 702, 712, 722])]",52.14
34,ZSeries-10032017-1027-051,-5578.738672,249,-7142.384158,231,259.998,84.36927731,tbd,,5,"[[30, 40, 50, 60, 70, 80, 90, 100, 110, 120]]",23.88
35,ZSeries-10032017-1027-051,-5569.850495,273,-7256.078756,76,259.998,103.999956,no cnx,,5,"[array([ 28,  38,  48,  58,  68,  78,  88,  98, 108, 118])]",23.88
36,ZSeries-10032017-1027-051,-5623.378552,128,-7171.450699,152,272.718,123.2091157,no cnx,,5,"[array([434, 444, 454, 464, 474, 484, 494, 504, 514, 524])]",36.6
37,ZSeries-10032017-1027-051,-5564.665725,287,-7232.00661,11,259.998,83.55584956,tbd,,5,"[[33, 43, 53, 63, 73, 83, 93, 103, 113, 123]]",23.88
38,ZSeries-10032017-1027-051,-5634.462522,98,-7097.163118,353,303.598,165.991578,no cnx,,5,"[array([828, 835, 842, 849, 856, 863, 870, 877, 884, 891])]",67.48
39,ZSeries-10032017-1027-051,-5549.31041,329,-7083.309609,391,272.718,110.0723446,no cnx,,5,"[array([430, 440, 450, 460, 470, 480, 490, 500, 510, 520])]",36.6
40,ZSeries-10032017-1027-051,-5569.652897,274,-7083.460512,390,303.598,132.2054761,no cnx,,5,"[array([832, 839, 846, 853, 860, 867, 874, 881, 888, 895])]",67.48
41,ZSeries-10032017-1027-051,-5549.454498,328,-7036.797582,517,288.258,156.3388604,no cnx,,5,"[array([630, 640, 650, 660, 670, 680, 690, 700, 710, 720])]",52.14
42,ZSeries-10032017-1027-051,-5599.650495,193,-7121.975946,286,303.598,128.1989282,no cnx,,5,"[array([830, 837, 844, 851, 858, 865, 872, 879, 886, 893])]",67.48
43,ZSeries-10032017-1027-051,-5578.170733,251,-7063.462113,444,303.598,151.008057,no cnx,,5,"[array([829, 836, 843, 850, 857, 864, 871, 878, 885, 892])]",67.48
44,ZSeries-10032017-1027-051,-5521.678945,403,-7089.756304,373,288.258,103.3501768,no cnx,,5,"[array([631, 641, 651, 661, 671, 681, 691, 701, 711, 721])]",52.14
45,ZSeries-10032017-1027-051,-5650.557513,55,-7082.34949,393,288.258,180.8921025,no cnx,,5,"[array([628, 638, 648, 658, 668, 678, 688, 698, 708, 718])]",52.14
46,ZSeries-10032017-1027-051,-5550.222437,326,-7189.417428,104,259.998,51.70223096,tbd,,5,"[[34, 44, 54, 64, 74, 84, 94, 104, 114, 124]]",23.88
