,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_1,electrode_1_cnx,notes,rad_um,sweeps,z_electrode_1
0,ZSeries-11272017-1013-035,['TSeries_627_6'],-6853.35547195,15,-7615.34660554,174,-174.394,154.315828689,no cnx,,5.0,"[array([632, 642, 652, 662, 672, 682, 692, 702, 712, 722])]",-44.12
1,ZSeries-11272017-1013-035,['TSeries_127_10'],-6814.98496443,118,-7482.74132491,184,-148.574,77.102470451,tbd,,5.0,"[[136, 146, 156, 166, 176, 186, 196, 206, 216, 226]]",-69.94
2,ZSeries-11272017-1013-035,['TSeries_427_7'],-6882.81615178,64,-7538.37594309,34,-137.414,114.385856424,no cnx,,5.0,"[array([433, 443, 453, 463, 473, 483, 493, 503, 513, 523])]",-81.1
3,ZSeries-11272017-1013-035,['TSeries_527_1'],-6906.69726167,129,-7563.74660554,34,-141.514,138.188774504,no cnx,,5.0,"[array([527, 537, 547, 557, 567, 577, 587, 597, 607, 617])]",-77.0
4,ZSeries-11272017-1013-035,['TSeries_727_9'],-6900.12887274,111,-7723.94691542,467,-254.534,264.749666318,no cnx,,5.0,"[array([735, 745, 755, 765, 775, 785, 795, 805, 815, 825])]",36.02
5,ZSeries-11272017-1013-035,['TSeries_627_2'],-6872.44116997,36,-7726.90385455,475,-174.394,264.408225391,no cnx,,5.0,"[array([628, 638, 648, 658, 668, 678, 688, 698, 708, 718])]",-44.12
6,ZSeries-11272017-1013-035,['TSeries_27_1'],-6719.96935021,375,-7456.93531068,254,-146.824,143.482838408,no cnx,,5.0,"[array([ 27,  37,  47,  57,  67,  77,  87,  97, 107, 117])]",-71.69
7,ZSeries-11272017-1013-035,['TSeries_327_8'],-6904.58997629,123,-7528.16106246,61,-150.934,109.132661058,no cnx,,5.0,"[array([334, 344, 354, 364, 374, 384, 394, 404, 414, 424])]",-67.58
8,ZSeries-11272017-1013-035,['TSeries_727_5'],-6945.55821028,234,-7692.22702293,382,-254.534,249.059647107,no cnx,,5.0,"[array([731, 741, 751, 761, 771, 781, 791, 801, 811, 821])]",36.02
9,ZSeries-11272017-1013-035,['TSeries_627_9'],-6984.53604427,339,-7645.1848095,254,-174.394,230.714477361,no cnx,,5.0,"[array([635, 645, 655, 665, 675, 685, 695, 705, 715, 725])]",-44.12
10,ZSeries-11272017-1013-035,['TSeries_227_10'],-6838.42116364,55,-7537.84791779,35,-135.194,108.996179461,no cnx,,5.0,"[array([236, 246, 256, 266, 276, 286, 296, 306, 316, 326])]",-83.32
