MP_ID,rad_um,sweeps,X_mm,Y_mm,Z_mm,mW,electrode_1,z_electrode_1,electrode_1_cnx,notes,Y_pix,Image,X_pix
,,,,,,,,,,,,,
TSeries-09222017-1203-026_Cycle00002_MarkPoints.xml,5.0,"[27, 37, 47, 57, 67, 77, 87, 97, 107, 117, 127, 137, 147, 157, 167, 177, 187, 197, 207, 217]",-5882.97519468,1181.80884735,-426.64,12.4442479567,131.923498079,0.0,no cnx,,,,
TSeries-09222017-1203-026_Cycle00002_MarkPoints.xml,5.0,"[28, 38, 48, 58, 68, 78, 88, 98, 108, 118, 128, 138, 148, 158, 168, 178, 188, 198, 208, 218]",-5852.64378373,1176.35867195,-426.64,12.4442479567,102.624902046,0.0,no cnx,,,,
TSeries-09222017-1203-026_Cycle00002_MarkPoints.xml,5.0,"[29, 39, 49, 59, 69, 79, 89, 99, 109, 119, 129, 139, 149, 159, 169, 179, 189, 199, 209, 219]",-5791.27006938,1133.231197,-426.64,12.4442479567,73.2249891824,0.0,no cnx,,,,
TSeries-09222017-1203-026_Cycle00002_MarkPoints.xml,5.0,"[30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200, 210, 220]",-5813.5446993,1073.0423034,-426.64,12.4442479567,136.602586595,0.0,no cnx,,,,
TSeries-09222017-1203-026_Cycle00002_MarkPoints.xml,5.0,"[31, 41, 51, 61, 71, 81, 91, 101, 111, 121, 131, 141, 151, 161, 171, 181, 191, 201, 211, 221]",-5787.71560716,1045.31749807,-426.64,12.4442479567,153.801415548,0.0,no cnx,,,,
TSeries-09222017-1203-026_Cycle00002_MarkPoints.xml,5.0,"[32, 42, 52, 62, 72, 82, 92, 102, 112, 122, 132, 142, 152, 162, 172, 182, 192, 202, 212, 222]",-5893.40161719,1062.37891673,-426.64,12.4442479567,193.975817879,0.0,no cnx,,,,
TSeries-09222017-1203-026_Cycle00002_MarkPoints.xml,5.0,"[33, 43, 53, 63, 73, 83, 93, 103, 113, 123, 133, 143, 153, 163, 173, 183, 193, 203, 213, 223]",-5899.79964919,1080.38819199,-426.64,12.4442479567,187.173779107,0.0,no cnx,,,,
TSeries-09222017-1203-026_Cycle00002_MarkPoints.xml,5.0,"[34, 44, 54, 64, 74, 84, 94, 104, 114, 124, 134, 144, 154, 164, 174, 184, 194, 204, 214, 224]",-5902.64321897,1104.79549924,-426.64,12.4442479567,175.7643132,0.0,no cnx,,,,
TSeries-09222017-1203-026_Cycle00002_MarkPoints.xml,5.0,"[35, 45, 55, 65, 75, 85, 95, 105, 115, 125, 135, 145, 155, 165, 175, 185, 195, 205, 215, 225]",-5856.67217424,1046.97624711,-426.64,12.4442479567,181.339514093,0.0,no cnx,,,,
,,,,,,,,,,,,,
TSeries-09222017-1203-226_Cycle00002_MarkPoints.xml,5.0,"[227, 232, 237, 242, 247, 252, 257, 262, 267, 272, 277, 282, 287, 292, 297, 302, 307, 312, 317, 322]",-5757.08573631,1047.45017541,-416.81,12.4442479567,145.577203577,0.0,no cnx,,,,
TSeries-09222017-1203-226_Cycle00002_MarkPoints.xml,5.0,"[228, 233, 238, 243, 248, 253, 258, 263, 268, 273, 278, 283, 288, 293, 298, 303, 308, 313, 318, 323]",-5696.18595026,1048.398032,-416.81,12.4442479567,162.711738972,0.0,no cnx,,,,
TSeries-09222017-1203-226_Cycle00002_MarkPoints.xml,5.0,"[229, 234, 239, 244, 249, 254, 259, 264, 269, 274, 279, 284, 289, 294, 299, 304, 309, 314, 319, 324]",-5633.15348688,1116.40674249,-416.81,12.4442479567,158.424135233,0.0,no cnx,,,,
TSeries-09222017-1203-226_Cycle00002_MarkPoints.xml,5.0,"[230, 235, 240, 245, 250, 255, 260, 265, 270, 275, 280, 285, 290, 295, 300, 305, 310, 315, 320, 325]",-5692.39452389,1190.10259254,-416.81,12.4442479567,79.8853907065,0.0,no cnx,,,,
,,,,,,,,,,,,,
