MP_ID,rad_um,sweeps,X_mm,Y_mm,Z_mm,mW,electrode_1,z_electrode_1,electrode_1_cnx,notes,Y_pix,Image,X_pix
TSeries-09222017-1203-326_Cycle00002_MarkPoints.xml,5.0,"[327, 336, 345, 354, 363, 372, 381, 390, 399, 408, 417, 426, 435, 444, 453, 462, 471, 480, 489, 498]",-5789.0758963,1142.94672707,-443.23,12.4442479567,40.2504375052,0.0,no cnx,,,,
TSeries-09222017-1203-326_Cycle00002_MarkPoints.xml,5.0,"[328, 337, 346, 355, 364, 373, 382, 391, 400, 409, 418, 427, 436, 445, 454, 463, 472, 481, 490, 499]",-5689.78791826,1165.22135699,-443.23,12.4442479567,92.3470293493,0.0,no cnx,,,,
TSeries-09222017-1203-326_Cycle00002_MarkPoints.xml,5.0,"[329, 338, 347, 356, 365, 374, 383, 392, 401, 410, 419, 428, 437, 446, 455, 464, 473, 482, 491, 500]",-5705.66451618,1142.47279878,-443.23,12.4442479567,84.8053601846,0.0,no cnx,,,,
TSeries-09222017-1203-326_Cycle00002_MarkPoints.xml,5.0,"[330, 339, 348, 357, 366, 375, 384, 393, 402, 411, 420, 429, 438, 447, 456, 465, 474, 483, 492, 501]",-5679.36149575,1114.27406516,-443.23,12.4442479567,121.915233141,0.0,no cnx,,,,
TSeries-09222017-1203-326_Cycle00002_MarkPoints.xml,5.0,"[331, 340, 349, 358, 367, 376, 385, 394, 403, 412, 421, 430, 439, 448, 457, 466, 475, 484, 493, 502]",-5686.94434849,1087.73408057,-443.23,12.4442479567,133.043499296,0.0,no cnx,,,,
TSeries-09222017-1203-326_Cycle00002_MarkPoints.xml,5.0,"[332, 341, 350, 359, 368, 377, 386, 395, 404, 413, 422, 431, 440, 449, 458, 467, 476, 485, 494, 503]",-5745.47449306,1045.08053392,-443.23,12.4442479567,141.613589411,0.0,no cnx,,,,
TSeries-09222017-1203-326_Cycle00002_MarkPoints.xml,5.0,"[333, 342, 351, 360, 369, 378, 387, 396, 405, 414, 423, 432, 441, 450, 459, 468, 477, 486, 495, 504]",-5610.16796452,1045.31749807,-443.23,12.4442479567,218.604403415,0.0,no cnx,,,,
TSeries-09222017-1203-326_Cycle00002_MarkPoints.xml,5.0,"[334, 343, 352, 361, 370, 379, 388, 397, 406, 415, 424, 433, 442, 451, 460, 469, 478, 487, 496, 505]",-5625.33366999,1140.57708559,-443.23,12.4442479567,160.717079321,0.0,no cnx,,,,
,,,,,,,,,,,,,
TSeries-09222017-1203-506_Cycle00002_MarkPoints.xml,5.0,"[507, 514, 521, 528, 535, 542, 549, 556, 563, 570, 577, 584, 591, 598, 605, 612, 619, 626, 633, 640]",-5769.72151117,1192.34532383,-430.74,12.4442479567,30.2275613548,0.0,no cnx,,,,
TSeries-09222017-1203-506_Cycle00002_MarkPoints.xml,5.0,"[508, 515, 522, 529, 536, 543, 550, 557, 564, 571, 578, 585, 592, 599, 606, 613, 620, 627, 634, 641]",-5727.77885696,1237.84244026,-430.74,12.4442479567,71.7156246552,0.0,no cnx,,,,
TSeries-09222017-1203-506_Cycle00002_MarkPoints.xml,5.0,"[509, 516, 523, 530, 537, 544, 551, 558, 565, 572, 579, 586, 593, 600, 607, 614, 621, 628, 635, 642]",-5780.14793368,1298.03133386,-430.74,12.4442479567,131.967544537,0.0,no cnx,,,,
TSeries-09222017-1203-506_Cycle00002_MarkPoints.xml,5.0,"[510, 517, 524, 531, 538, 545, 552, 559, 566, 573, 580, 587, 594, 601, 608, 615, 622, 629, 636, 643]",-5796.97238819,1284.76134157,-430.74,12.4442479567,124.44498866,0.0,no cnx,,,,
TSeries-09222017-1203-506_Cycle00002_MarkPoints.xml,5.0,"[511, 518, 525, 532, 539, 546, 553, 560, 567, 574, 581, 588, 595, 602, 609, 616, 623, 630, 637, 644]",-5881.3316249,1155.14195258,-430.74,12.4442479567,132.307081137,0.0,no cnx,,,,
TSeries-09222017-1203-506_Cycle00002_MarkPoints.xml,5.0,"[512, 519, 526, 533, 540, 547, 554, 561, 568, 575, 582, 589, 596, 603, 610, 617, 624, 631, 638, 645]",-5850.52628565,1149.69177718,-430.74,12.4442479567,102.657999751,0.0,no cnx,,,,
,,,,,,,,,,,,,
TSeries-09222017-1203-646_Cycle00002_MarkPoints.xml,5.0,"[647, 653, 659, 665, 671, 677, 683, 689, 695, 701, 707, 713, 719, 725, 731, 737, 743, 749, 755, 761]",-5906.92375289,1139.97624711,-414.7,12.4442479567,159.875129041,0.0,no cnx,,,,
TSeries-09222017-1203-646_Cycle00002_MarkPoints.xml,5.0,"[648, 654, 660, 666, 672, 678, 684, 690, 696, 702, 708, 714, 720, 726, 732, 738, 744, 750, 756, 762]",-5879.19894757,1189.02782576,-414.7,12.4442479567,130.833397707,0.0,no cnx,,,,
TSeries-09222017-1203-646_Cycle00002_MarkPoints.xml,5.0,"[649, 655, 661, 667, 673, 679, 685, 691, 697, 703, 709, 715, 721, 727, 733, 739, 745, 751, 757, 763]",-5803.37042019,1212.48727641,-414.7,12.4442479567,68.6120678145,0.0,no cnx,,,,
TSeries-09222017-1203-646_Cycle00002_MarkPoints.xml,5.0,"[650, 656, 662, 668, 674, 680, 686, 692, 698, 704, 710, 716, 722, 728, 734, 740, 746, 752, 758, 764]",-5785.59810909,1211.30245567,-414.7,12.4442479567,54.951674273,0.0,no cnx,,,,
TSeries-09222017-1203-646_Cycle00002_MarkPoints.xml,5.0,"[651, 657, 663, 669, 675, 681, 687, 693, 699, 705, 711, 717, 723, 729, 735, 741, 747, 753, 759, 765]",-5760.47990939,1259.16921358,-414.7,12.4442479567,90.204940273,0.0,no cnx,,,,
,,,,,,,,,,,,,
TSeries-09222017-1203-766_Cycle00002_MarkPoints.xml,5.0,"[767, 771, 775, 779, 783, 787, 791, 795, 799, 803, 807, 811, 815, 819, 823, 827, 831, 835, 839, 843]",-5881.56858905,1232.39226485,-393.09,12.4442479567,145.951641661,0.0,no cnx,,,,
TSeries-09222017-1203-766_Cycle00002_MarkPoints.xml,5.0,"[768, 772, 776, 780, 784, 788, 792, 796, 800, 804, 808, 812, 816, 820, 824, 828, 832, 836, 840, 844]",-5834.17575944,1143.05678103,-393.09,12.4442479567,88.435578811,0.0,no cnx,,,,
,,,,,,,,,,,,,
