,Image,MP_ID,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_1,electrode_1_cnx,notes,rad_um,sweeps,z_electrode_1
1,TSeries-09272017-0906-026,['TSeries_166_7'],-4953.234372,190,6239.866407,14,-16.35,265.7866431,no cnx,,5,"[array([172, 181, 190, 199, 208, 217, 226, 235, 244, 253])]",-63.64
2,TSeries-09272017-0906-026,['TSeries_166_6'],-4984.276675,106,6301.951014,181,-16.35,222.0778261,no cnx,,5,"[array([171, 180, 189, 198, 207, 216, 225, 234, 243, 252])]",-63.64
3,TSeries-09272017-0906-026,['TSeries_166_5'],-4999.679345,65,6241.288192,18,-16.35,280.9540324,no cnx,,5,"[array([170, 179, 188, 197, 206, 215, 224, 233, 242, 251])]",-63.64
4,TSeries-09272017-0906-026,['TSeries_166_1'],-5046.124318,59,6364.746513,350,-16.35,216.2518568,no cnx,,5,"[array([166, 175, 184, 193, 202, 211, 220, 229, 238, 247])]",-63.64
5,TSeries-09272017-0906-026,['TSeries_166_2'],-5068.872876,121,6215.696064,50,-16.35,337.0128221,no cnx,,5,"[array([167, 176, 185, 194, 203, 212, 221, 230, 239, 248])]",-63.64
6,TSeries-09272017-0906-026,['TSeries_166_3'],-5072.427338,130,6352.187413,316,-16.35,243.8211638,no cnx,,5,"[array([168, 177, 186, 195, 204, 213, 222, 231, 240, 249])]",-63.64
7,TSeries-09272017-0906-026,['TSeries_166_8'],-4951.812587,194,6363.324728,346,-16.35,156.8620713,no cnx,,5,"[array([173, 182, 191, 200, 209, 218, 227, 236, 245, 254])]",-63.64
8,TSeries-09272017-0906-026,['TSeries_166_9'],-4999.205416,66,6271.382639,99,-16.35,254.8056957,no cnx,,5,"[array([174, 183, 192, 201, 210, 219, 228, 237, 246, 255])]",-63.64
0,TSeries-09272017-0906-026,['TSeries_261_9'],-5108.841114,228,6171.020168,171,8.12,392.4819044,no cnx,,5,"[array([269, 278, 287, 296, 305, 314, 323, 332, 341, 350])]",-39.17
1,TSeries-09272017-0906-026,['TSeries_261_1'],-5089.17309,175,6294.004561,160,8.12,287.6922068,no cnx,,5,"[array([261, 270, 279, 288, 297, 306, 315, 324, 333, 342])]",-39.17
2,TSeries-09272017-0906-026,['TSeries_261_7'],-5026.614555,7,6171.968024,168,8.12,350.0154781,no cnx,,5,"[array([267, 276, 285, 294, 303, 312, 321, 330, 339, 348])]",-39.17
3,TSeries-09272017-0906-026,['TSeries_261_3'],-5162.158047,372,6305.37884,190,8.12,338.2521094,no cnx,,5,"[array([263, 272, 281, 290, 299, 308, 317, 326, 335, 344])]",-39.17
4,TSeries-09272017-0906-026,['TSeries_261_8'],-5049.837041,69,6306.800625,194,8.12,251.0947705,no cnx,,5,"[array([268, 277, 286, 295, 304, 313, 322, 331, 340, 349])]",-39.17
5,TSeries-09272017-0906-026,['TSeries_261_5'],-5155.286087,353,6199.455865,94,8.12,400.3961833,no cnx,,5,"[array([265, 274, 283, 292, 301, 310, 319, 328, 337, 346])]",-39.17
6,TSeries-09272017-0906-026,['TSeries_261_2'],-5158.366621,362,6174.57463,161,8.12,420.6696949,no cnx,,5,"[array([262, 271, 280, 289, 298, 307, 316, 325, 334, 343])]",-39.17
7,TSeries-09272017-0906-026,['TSeries_261_4'],-5120.926286,261,6303.246162,184,8.12,305.9357161,no cnx,,5,"[array([264, 273, 282, 291, 300, 309, 318, 327, 336, 345])]",-39.17
8,TSeries-09272017-0906-026,['TSeries_261_6'],-5059.315607,95,6283.341174,131,8.12,274.5535042,no cnx,,5,"[array([266, 275, 284, 293, 302, 311, 320, 329, 338, 347])]",-39.17
0,TSeries-09272017-0906-026,['TSeries_351_5'],-5050.784898,72,6173.389809,164,-20.8,363.8788239,no cnx,,5,"[array([355, 364, 373, 382, 391, 400, 409, 418, 427, 436])]",-68.09
1,TSeries-09272017-0906-026,['TSeries_351_3'],-5049.363113,68,6326.231685,246,-20.8,243.6312511,no cnx,,5,"[array([353, 362, 371, 380, 389, 398, 407, 416, 425, 434])]",-68.09
2,TSeries-09272017-0906-026,['TSeries_351_4'],-5017.372953,17,6212.725858,58,-20.8,314.5570393,no cnx,,5,"[array([354, 363, 372, 381, 390, 399, 408, 417, 426, 435])]",-68.09
3,TSeries-09272017-0906-026,['TSeries_351_8'],-5078.272739,146,6173.389809,164,-20.8,377.5878049,no cnx,,5,"[array([358, 367, 376, 385, 394, 403, 412, 421, 430, 439])]",-68.09
4,TSeries-09272017-0906-026,['TSeries_351_2'],-5115.713074,247,6262.725293,75,-20.8,332.8063998,no cnx,,5,"[array([352, 361, 370, 379, 388, 397, 406, 415, 424, 433])]",-68.09
5,TSeries-09272017-0906-026,['TSeries_351_6'],-5037.040977,35,6161.541602,196,-20.8,368.0607775,no cnx,,5,"[array([356, 365, 374, 383, 392, 401, 410, 419, 428, 437])]",-68.09
6,TSeries-09272017-0906-026,['TSeries_351_1'],-5176.375896,410,6282.156353,128,-20.8,367.0646854,no cnx,,5,"[array([351, 360, 369, 378, 387, 396, 405, 414, 423, 432])]",-68.09
7,TSeries-09272017-0906-026,['TSeries_351_9'],-5102.91701,212,6314.383477,214,-20.8,290.445184,no cnx,,5,"[array([359, 368, 377, 386, 395, 404, 413, 422, 431, 440])]",-68.09
8,TSeries-09272017-0906-026,['TSeries_351_7'],-5119.504501,257,6212.962822,58,-20.8,370.6508677,no cnx,,5,"[array([357, 366, 375, 384, 393, 402, 411, 420, 429, 438])]",-68.09
0,TSeries-09272017-0906-026,['TSeries_441_7'],-4923.060443,271,6388.407658,414,18.5,111.6928404,no cnx,,5,"[array([447, 456, 465, 474, 483, 492, 501, 510, 519, 528])]",-28.79
1,TSeries-09272017-0906-026,['TSeries_441_6'],-4890.596355,359,6516.842226,760,18.5,42.74967491,tbd,,5,"[[446, 455, 464, 473, 482, 491, 500, 509, 518, 527]]",-28.79
2,TSeries-09272017-0906-026,['TSeries_441_5'],-5024.00717,0,6428.217635,521,18.5,158.5935778,no cnx,,5,"[array([445, 454, 463, 472, 481, 490, 499, 508, 517, 526])]",-28.79
3,TSeries-09272017-0906-026,['TSeries_441_2'],-5032.774844,23,6398.360152,441,18.5,179.3717288,no cnx,,5,"[array([442, 451, 460, 469, 478, 487, 496, 505, 514, 523])]",-28.79
4,TSeries-09272017-0906-026,['TSeries_441_9'],-4999.362899,66,6369.68749,363,18.5,170.2172465,no cnx,,5,"[array([449, 458, 467, 476, 485, 494, 503, 512, 521, 530])]",-28.79
5,TSeries-09272017-0906-026,['TSeries_441_3'],-5018.793959,13,6459.496902,605,18.5,144.7831258,no cnx,,5,"[array([443, 452, 461, 470, 479, 488, 497, 506, 515, 524])]",-28.79
6,TSeries-09272017-0906-026,['TSeries_441_1'],-4945.098109,212,6516.368298,759,18.5,77.23410917,no cnx,,5,"[array([441, 450, 459, 468, 477, 486, 495, 504, 513, 522])]",-28.79
7,TSeries-09272017-0906-026,['TSeries_441_4'],-5007.41968,44,6518.500975,764,18.5,134.6765082,no cnx,,5,"[array([444, 453, 462, 471, 480, 489, 498, 507, 516, 525])]",-28.79
8,TSeries-09272017-0906-026,['TSeries_441_8'],-4912.870985,299,6487.9326,682,18.5,43.97878649,tbd,,5,"[[448, 457, 466, 475, 484, 493, 502, 511, 520, 529]]",-28.79
0,TSeries-09272017-0906-026,['TSeries_531_2'],-5041.397194,47,6351.182639,314,-24.22,223.1204665,no cnx,,5,"[array([532, 541, 550, 559, 568, 577, 586, 595, 604, 613])]",-71.51
1,TSeries-09272017-0906-026,['TSeries_531_7'],-4982.156157,112,6288.861068,146,-24.22,234.4442694,no cnx,,5,"[array([537, 546, 555, 564, 573, 582, 591, 600, 609, 618])]",-71.51
2,TSeries-09272017-0906-026,['TSeries_531_5'],-5067.46325,117,6341.230145,287,-24.22,248.3984823,no cnx,,5,"[array([535, 544, 553, 562, 571, 580, 589, 598, 607, 616])]",-71.51
3,TSeries-09272017-0906-026,['TSeries_531_3'],-4984.288834,106,6397.627612,439,-24.22,155.2101459,no cnx,,5,"[array([533, 542, 551, 560, 569, 578, 587, 596, 605, 614])]",-71.51
4,TSeries-09272017-0906-026,['TSeries_531_9'],-5066.515393,114,6293.600351,158,-24.22,278.4251129,no cnx,,5,"[array([539, 548, 557, 566, 575, 584, 593, 602, 611, 620])]",-71.51
5,TSeries-09272017-0906-026,['TSeries_531_4'],-5030.259879,17,6357.580671,331,-24.22,211.1965041,no cnx,,5,"[array([534, 543, 552, 561, 570, 579, 588, 597, 606, 615])]",-71.51
6,TSeries-09272017-0906-026,['TSeries_531_6'],-5032.155592,22,6322.509977,236,-24.22,235.5854185,no cnx,,5,"[array([536, 545, 554, 563, 572, 581, 590, 599, 608, 617])]",-71.51
7,TSeries-09272017-0906-026,['TSeries_531_8'],-4946.37457,208,6350.471746,312,-24.22,168.1175125,no cnx,,5,"[array([538, 547, 556, 565, 574, 583, 592, 601, 610, 619])]",-71.51
8,TSeries-09272017-0906-026,['TSeries_531_1'],-4993.530436,81,6445.731334,568,-24.22,140.734196,no cnx,,5,"[array([531, 540, 549, 558, 567, 576, 585, 594, 603, 612])]",-71.51
0,TSeries-09272017-0906-026,['TSeries_621_9'],-5151.59733,344,6268.372311,90,-15.77,354.7221614,no cnx,,5,"[array([629, 638, 647, 656, 665, 674, 683, 692, 701, 710])]",-63.06
1,TSeries-09272017-0906-026,['TSeries_621_7'],-5125.768238,274,6341.831197,288,-15.77,292.7317587,no cnx,,5,"[array([627, 636, 645, 654, 663, 672, 681, 690, 699, 708])]",-63.06
2,TSeries-09272017-0906-026,['TSeries_621_1'],-5007.523128,44,6399.887413,445,-15.77,167.2015471,no cnx,,5,"[array([621, 630, 639, 648, 657, 666, 675, 684, 693, 702])]",-63.06
3,TSeries-09272017-0906-026,['TSeries_621_2'],-5118.42235,254,6393.726345,428,-15.77,264.0731167,no cnx,,5,"[array([622, 631, 640, 649, 658, 667, 676, 685, 694, 703])]",-63.06
4,TSeries-09272017-0906-026,['TSeries_621_3'],-5017.949551,16,6426.427398,516,-15.77,163.7119265,no cnx,,5,"[array([623, 632, 641, 650, 659, 668, 677, 686, 695, 704])]",-63.06
5,TSeries-09272017-0906-026,['TSeries_621_6'],-5057.285599,89,6302.495148,182,-15.77,263.9201703,no cnx,,5,"[array([626, 635, 644, 653, 662, 671, 680, 689, 698, 707])]",-63.06
6,TSeries-09272017-0906-026,['TSeries_621_4'],-5059.892205,96,6349.41405,309,-15.77,235.4901149,no cnx,,5,"[array([624, 633, 642, 651, 660, 669, 678, 687, 696, 705])]",-63.06
7,TSeries-09272017-0906-026,['TSeries_621_8'],-5102.308788,211,6401.783126,450,-15.77,246.693021,no cnx,,5,"[array([628, 637, 646, 655, 664, 673, 682, 691, 700, 709])]",-63.06
8,TSeries-09272017-0906-026,['TSeries_621_5'],-5112.024318,237,6291.831762,154,-15.77,310.0838941,no cnx,,5,"[array([625, 634, 643, 652, 661, 670, 679, 688, 697, 706])]",-63.06
0,TSeries-09272017-0906-026,['TSeries_711_2'],-4855.170557,454,6524.69318,781,26.74,49.25695098,no cnx,,5,"[array([712, 717, 722, 727, 732, 737, 742, 747, 752, 757])]",-20.55
1,TSeries-09272017-0906-026,['TSeries_711_1'],-4840.952708,492,6572.322974,909,26.74,95.72831054,no cnx,,5,"[array([711, 716, 721, 726, 731, 736, 741, 746, 751, 756])]",-20.55
2,TSeries-09272017-0906-026,['TSeries_711_3'],-4819.388971,550,6591.990998,962,26.74,122.6059524,no cnx,,5,"[array([713, 718, 723, 728, 733, 738, 743, 748, 753, 758])]",-20.55
3,TSeries-09272017-0906-026,['TSeries_711_4'],-4863.701266,431,6560.000838,876,26.74,77.30240378,no cnx,,5,"[array([714, 719, 724, 729, 734, 739, 744, 749, 754, 759])]",-20.55
4,TSeries-09272017-0906-026,['TSeries_711_5'],-4874.127689,403,6490.096415,688,26.74,21.47061284,tbd,,5,"[[715, 720, 725, 730, 735, 740, 745, 750, 755, 760]]",-20.55
0,TSeries-09272017-0906-026,['TSeries_761_1'],-4776.279131,667,6660.986361,1148,12.09,205.2359701,no cnx,,5,"[array([761, 770, 779, 788, 797, 806, 815, 824, 833, 842])]",-35.2
1,TSeries-09272017-0906-026,['TSeries_761_5'],-4805.662685,587,6559.80267,876,12.09,109.4596699,no cnx,,5,"[array([765, 774, 783, 792, 801, 810, 819, 828, 837, 846])]",-35.2
2,TSeries-09272017-0906-026,['TSeries_761_7'],-4746.895576,746,6620.702456,1040,12.09,191.5214758,no cnx,,5,"[array([767, 776, 785, 794, 803, 812, 821, 830, 839, 848])]",-35.2
3,TSeries-09272017-0906-026,['TSeries_761_8'],-4681.019543,923,6725.914537,1323,12.09,312.5215266,no cnx,,5,"[array([768, 777, 786, 795, 804, 813, 822, 831, 840, 849])]",-35.2
4,TSeries-09272017-0906-026,['TSeries_761_6'],-4705.189886,858,6592.266758,963,12.09,206.659075,no cnx,,5,"[array([766, 775, 784, 793, 802, 811, 820, 829, 838, 847])]",-35.2
5,TSeries-09272017-0906-026,['TSeries_761_9'],-4650.688132,1005,6690.369915,1227,12.09,308.1100011,no cnx,,5,"[array([769, 778, 787, 796, 805, 814, 823, 832, 841, 850])]",-35.2
6,TSeries-09272017-0906-026,['TSeries_761_3'],-4710.640062,843,6632.787627,1072,12.09,225.8155736,no cnx,,5,"[array([763, 772, 781, 790, 799, 808, 817, 826, 835, 844])]",-35.2
7,TSeries-09272017-0906-026,['TSeries_761_4'],-4798.790725,606,6640.607444,1093,12.09,176.9392647,no cnx,,5,"[array([764, 773, 782, 791, 800, 809, 818, 827, 836, 845])]",-35.2
8,TSeries-09272017-0906-026,['TSeries_761_2'],-4793.103585,621,6600.560503,985,12.09,146.8889836,no cnx,,5,"[array([762, 771, 780, 789, 798, 807, 816, 825, 834, 843])]",-35.2
0,TSeries-09272017-0906-026,['TSeries_851_7'],-4921.198246,276,6464.472097,619,36.01,48.69875421,tbd,,5,"[[857, 864, 871, 878, 885, 892, 899, 906, 913, 920]]",-11.28
1,TSeries-09272017-0906-026,['TSeries_851_1'],-4928.070206,258,6502.386361,721,36.01,51.99901467,tbd,,5,"[[851, 858, 865, 872, 879, 886, 893, 900, 907, 914]]",-11.28
2,TSeries-09272017-0906-026,['TSeries_851_4'],-4901.767186,329,6445.514965,568,36.01,48.52869905,tbd,,5,"[[854, 861, 868, 875, 882, 889, 896, 903, 910, 917]]",-11.28
3,TSeries-09272017-0906-026,['TSeries_851_2'],-4941.103234,223,6490.538153,689,36.01,62.58516254,no cnx,,5,"[array([852, 859, 866, 873, 880, 887, 894, 901, 908, 915])]",-11.28
4,TSeries-09272017-0906-026,['TSeries_851_5'],-4944.894661,212,6402.861419,453,36.01,107.2369901,no cnx,,5,"[array([855, 862, 869, 876, 883, 890, 897, 904, 911, 918])]",-11.28
5,TSeries-09272017-0906-026,['TSeries_851_6'],-4808.166347,581,6484.140121,672,36.01,72.41656448,no cnx,,5,"[array([856, 863, 870, 877, 884, 891, 898, 905, 912, 919])]",-11.28
6,TSeries-09272017-0906-026,['TSeries_851_3'],-4847.028468,476,6410.9182,475,36.01,83.72388847,no cnx,,5,"[array([853, 860, 867, 874, 881, 888, 895, 902, 909, 916])]",-11.28
