,Image,X_mm,X_pix,Y_mm,Y_pix,Z_mm,electrode_1,electrode_1_cnx,notes,rad_um,sweeps,z_electrode_1
0,ZSeries-10102017-0901-059,-5994.69927,251,-7451.272829,550,-369.138,96.68233631,no cnx,,5,"[array([ 69,  74,  79,  84,  89,  94,  99, 104, 109, 114])]",-25.03
1,ZSeries-10102017-0901-059,-6077.085912,28,-7575.843268,213,-355.168,118.5432381,no cnx,,5,"[array([118, 124, 130, 136, 142, 148, 154, 160, 166, 172])]",-11.06
2,ZSeries-10102017-0901-059,-5964.731538,332,-7461.402739,522,-355.168,79.09199007,inhibitory,,5,"[[117, 123, 129, 135, 141, 147, 153, 159, 165, 171]]",-11.06
3,ZSeries-10102017-0901-059,-6019.539936,184,-7377.316827,750,-346.618,171.4207091,no cnx,,5,"[array([180, 185, 190, 195, 200, 205, 210, 215, 220, 225])]",-2.51
4,ZSeries-10102017-0901-059,-5921.107805,450,-7619.445246,95,-352.388,91.25491899,no cnx,,5,"[array([27, 30, 33, 36, 39, 42, 45, 48, 51, 54])]",-8.28
5,ZSeries-10102017-0901-059,-5945.92845,383,-7403.244759,680,-346.618,137.7839855,no cnx,,5,"[array([179, 184, 189, 194, 199, 204, 209, 214, 219, 224])]",-2.51
6,ZSeries-10102017-0901-059,-5959.367139,347,-7505.808048,402,-355.168,36.06774394,no cnx,,5,"[array([122, 128, 134, 140, 146, 152, 158, 164, 170, 176])]",-11.06
7,ZSeries-10102017-0901-059,-6028.37578,160,-7604.754268,135,-369.138,94.38097022,inhibitory,,5,"[[71, 76, 81, 86, 91, 96, 101, 106, 111, 116]]",-25.03
8,ZSeries-10102017-0901-059,-5948.340317,377,-7448.587784,557,-355.168,93.24916503,no cnx,,5,"[array([121, 127, 133, 139, 145, 151, 157, 163, 169, 175])]",-11.06
9,ZSeries-10102017-0901-059,-5969.983448,318,-7496.06405,429,-352.388,44.74203301,no cnx,,5,"[array([28, 31, 34, 37, 40, 43, 46, 49, 52, 55])]",-8.28
10,ZSeries-10102017-0901-059,-6011.878138,205,-7387.901491,721,-340.078,159.0215444,no cnx,,5,"[array([227, 229, 231, 233, 235, 237, 239, 241, 243, 245])]",4.03
11,ZSeries-10102017-0901-059,-6021.653781,178,-7570.180846,228,-355.168,65.50792545,no cnx,,5,"[array([120, 126, 132, 138, 144, 150, 156, 162, 168, 174])]",-11.06
12,ZSeries-10102017-0901-059,-6037.63449,135,-7559.244759,258,-352.388,75.93254347,no cnx,,5,"[array([29, 32, 35, 38, 41, 44, 47, 50, 53, 56])]",-8.28
13,ZSeries-10102017-0901-059,-6079.442401,22,-7342.448228,844,-346.618,228.2142254,no cnx,,5,"[array([178, 183, 188, 193, 198, 203, 208, 213, 218, 223])]",-2.51
14,ZSeries-10102017-0901-059,-5972.154405,312,-7471.789868,494,-346.618,68.37897056,inhibitory,,5,"[[177, 182, 187, 192, 197, 202, 207, 212, 217, 222]]",-2.51
15,ZSeries-10102017-0901-059,-5960.531538,344,-7377.614849,749,-346.618,162.1764028,no cnx,,5,"[array([181, 186, 191, 196, 201, 206, 211, 216, 221, 226])]",-2.51
16,ZSeries-10102017-0901-059,-6008.706314,213,-7472.730428,492,-369.138,83.95352072,no cnx,,5,"[array([ 67,  72,  77,  82,  87,  92,  97, 102, 107, 112])]",-25.03
17,ZSeries-10102017-0901-059,-5989.824494,265,-7317.270227,912,-340.078,223.8952771,no cnx,,5,"[array([228, 230, 232, 234, 236, 238, 240, 242, 244, 246])]",4.03
18,ZSeries-10102017-0901-059,-5997.103469,245,-7582.788514,194,-339.818,54.05471094,no cnx,,5,"[array([57, 58, 59, 60, 61, 62, 63, 64, 65, 66])]",4.29
19,ZSeries-10102017-0901-059,-5973.374183,309,-7442.031295,575,-355.168,98.6902171,no cnx,,5,"[array([119, 125, 131, 137, 143, 149, 155, 161, 167, 173])]",-11.06
20,ZSeries-10102017-0901-059,-5962.214849,339,-7501.34056,414,-369.138,45.88678159,no cnx,,5,"[array([ 70,  75,  80,  85,  90,  95, 100, 105, 110, 115])]",-25.03
21,ZSeries-10102017-0901-059,-6040.59469,127,-7532.632892,330,-369.138,80.20596792,inhibitory,,5,"[[68, 73, 78, 83, 88, 93, 98, 103, 108, 113]]",-25.03
